language,truth_table,exact_minimum_gates,classical_lower_k_plus_1,classical_upper_k_plus_1,predicted_k_plus_1,calibrated_lower_k_plus_1,calibrated_upper_k_plus_1,covered,n4_lower_allowance,n4_upper_allowance,khrapchenko_product,decision_tree_leaf_count,mean_certificate_size,maximum_certificate_size,mean_certificate_size_output_0,mean_certificate_size_output_1,anf_terms_degree_0,fourier_negative_degree_0,anf_terms_degree_1,fourier_negative_degree_1,anf_terms_degree_2,fourier_negative_degree_2,anf_terms_degree_3,fourier_negative_degree_3,anf_terms_degree_4,fourier_negative_degree_4,exact_aon_cover_upper,classical_width,conditional_lower_k_plus_1,conditional_upper_k_plus_1,conditional_covered,conditional_lower_allowance,conditional_upper_allowance
NAND,2926824563,11,4.959514170040486,87.0,13.238962914210244,11.5854643802615,14.769958160961648,True,1.6534985339487456,1.5309952467514023,4.959514170040486,10.0,2.78125,4.0,3.076923076923077,2.5789473684210527,1.0,0.0,2.0,3.0,1.0,5.0,3.0,4.0,4.0,3.0,,82.04048582995951,9.696641727611562,14.420307028341684,True,3.542321186598682,1.181344114131439
NAND,3105750365,11,3.6406926406926408,78.0,11.427115647703763,9.77361711375502,12.958110894455167,True,1.6534985339487456,1.5309952467514023,3.6406926406926408,9.0,2.71875,4.0,3.272727272727273,2.4285714285714284,1.0,0.0,1.0,2.0,1.0,5.0,4.0,7.0,4.0,2.0,,74.35930735930737,8.340879977172438,12.61342152316137,True,3.086235670531326,1.1863058754576072
NAND,3133100112,11,3.515625,69.0,11.867558870086546,10.2140603361378,13.398554116837948,True,1.6534985339487456,1.5309952467514023,3.515625,8.0,2.4375,4.0,2.375,2.5,0.0,0.0,2.0,2.0,3.0,5.0,4.0,5.0,2.0,1.0,,65.484375,9.123625664261292,13.02859527086056,True,2.7439332058252535,1.1610364007740137
NAND,3425957887,11,4.06280193236715,78.0,11.264016708398238,9.610518174449492,12.79501195514964,True,1.6534985339487456,1.5309952467514023,4.06280193236715,9.0,2.46875,5.0,3.2222222222222223,2.1739130434782608,1.0,0.0,0.0,1.0,2.0,3.0,1.0,6.0,3.0,3.0,,73.93719806763285,7.740675169964582,12.47241400846921,True,3.5233415384336557,1.208397300070972
NAND,3452042513,11,3.768627450980392,87.0,12.074060760686317,10.42056222673757,13.605056007437716,True,1.6534985339487456,1.5309952467514023,3.768627450980392,10.0,2.75,3.0,3.0,2.5294117647058822,1.0,0.0,2.0,3.0,3.0,3.0,2.0,3.0,5.0,5.0,,83.23137254901961,8.73733825017148,13.255884017408135,True,3.336722510514837,1.181823256721819
NAND,3721787605,11,3.155844155844156,96.0,12.48903883204181,10.835540298093065,14.020034078793213,True,1.6534985339487456,1.5309952467514023,3.155844155844156,11.0,2.5,4.0,3.1818181818181817,2.142857142857143,1.0,0.0,2.0,4.0,3.0,2.0,4.0,6.0,1.0,2.0,,92.84415584415585,9.240198770122817,13.685950030500258,True,3.248840061918994,1.1969111984584473
NAND,3874107050,11,3.571428571428572,96.0,11.997922596597402,10.344424062648656,13.528917843348804,True,1.6534985339487456,1.5309952467514023,3.571428571428572,11.0,2.53125,5.0,2.642857142857143,2.4444444444444446,0.0,0.0,1.0,3.0,1.0,4.0,3.0,3.0,2.0,1.0,,92.42857142857143,8.433886922666034,13.176763900916344,True,3.564035673931368,1.1788413043189419
NAND,3940204752,11,3.2980392156862743,78.0,12.78706116738816,11.133562633439414,14.318056414139562,True,1.6534985339487456,1.5309952467514023,3.2980392156862743,9.0,2.40625,4.0,2.3529411764705883,2.466666666666667,0.0,1.0,1.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,,74.70196078431373,9.468514696293965,13.989110716342937,True,3.318546471094195,1.2020495489547767
NAND,4020305732,11,2.951417004048583,87.0,12.610780299148995,10.95728176520025,14.141775545900398,True,1.6534985339487456,1.5309952467514023,2.951417004048583,10.0,2.5625,4.0,3.076923076923077,2.210526315789474,0.0,0.0,2.0,4.0,3.0,5.0,5.0,6.0,3.0,4.0,,84.04858299595142,9.591161801473076,13.801277974356841,True,3.01961849767592,1.1904976752078456
NAND,4156805067,11,4.090909090909091,78.0,11.964747450299342,10.311248916350596,13.495742697050744,True,1.6534985339487456,1.5309952467514023,4.090909090909091,9.0,2.625,4.0,3.4,2.272727272727273,1.0,0.0,2.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0,,73.9090909090909,9.029000417427044,13.145361690925373,True,2.9357470328722974,1.180614240626032
