truth_table,mean_certificate_size,anf_terms_degree_1,khrapchenko_product,decision_tree_leaf_count,target_NAND,lower_NAND,upper_NAND,position_NAND,target_NOR,lower_NOR,upper_NOR,position_NOR,target_AND_OR_NOT,lower_AND_OR_NOT,upper_AND_OR_NOT,position_AND_OR_NOT
39,1.75,2,2.083333333333333,5,11.0,2.083333333333333,15.0,0.767741935483871,5.0,2.083333333333333,15.0,0.3032258064516129,6.0,2.083333333333333,8.777777777777779,0.7344398340248962
40,1.5,0,2.2857142857142856,6,11.0,2.2857142857142856,17.25,0.649164677804296,8.0,2.2857142857142856,17.25,0.4486873508353222,6.0,2.2857142857142856,10.222222222222221,0.5940000000000001
41,1.9375,4,3.692307692307693,8,17.0,3.692307692307693,21.75,0.792332268370607,10.0,3.692307692307693,21.75,0.4046858359957401,10.0,3.692307692307693,13.11111111111111,0.7758620689655172
42,1.4375,1,1.641025641025641,5,8.0,1.641025641025641,15.0,0.5508637236084453,5.0,1.641025641025641,15.0,0.32629558541266795,4.0,1.641025641025641,8.777777777777779,0.4706586826347305
43,1.75,3,2.083333333333333,7,11.0,2.083333333333333,19.5,0.5693779904306221,6.0,2.083333333333333,19.5,0.2822966507177033,7.0,2.083333333333333,11.666666666666666,0.6173913043478262
44,1.75,1,2.5641025641025643,6,12.0,2.5641025641025643,17.25,0.7106067219554779,8.0,2.5641025641025643,17.25,0.43823657791357484,6.0,2.5641025641025643,10.222222222222221,0.5792410714285715
45,1.875,3,3.0,7,14.0,3.0,19.5,0.7272727272727273,9.0,3.0,19.5,0.42424242424242425,9.0,3.0,11.666666666666666,0.8076923076923077
46,1.75,2,2.083333333333333,5,10.0,2.083333333333333,15.0,0.6903225806451613,5.0,2.083333333333333,15.0,0.3032258064516129,5.0,2.083333333333333,8.777777777777779,0.5850622406639003
47,1.5625,2,1.818181818181818,5,8.0,1.818181818181818,15.0,0.5448275862068965,5.0,1.818181818181818,15.0,0.3172413793103448,5.0,1.818181818181818,8.777777777777779,0.6008708272859216
48,1.25,1,1.2857142857142856,4,8.0,1.2857142857142856,12.75,0.6728971962616822,4.0,1.2857142857142856,12.75,0.32398753894080995,3.0,1.2857142857142856,7.333333333333333,0.4488188976377953
49,1.4375,3,1.641025641025641,5,11.0,1.641025641025641,15.0,0.7754318618042226,5.0,1.641025641025641,15.0,0.32629558541266795,5.0,1.641025641025641,8.777777777777779,0.6107784431137724
50,1.4375,2,1.641025641025641,5,10.0,1.641025641025641,15.0,0.7005758157389635,4.0,1.641025641025641,15.0,0.2514395393474088,4.0,1.641025641025641,8.777777777777779,0.4706586826347305
51,1.25,2,1.3333333333333333,3,6.0,1.3333333333333333,10.5,0.6181818181818183,1.0,1.3333333333333333,10.5,0.07272727272727274,2.0,1.3333333333333333,5.888888888888889,0.3658536585365853
52,1.75,2,2.5641025641025643,6,13.0,2.5641025641025643,17.25,0.7786992579659537,7.0,2.5641025641025643,17.25,0.3701440419030991,6.0,2.5641025641025643,10.222222222222221,0.5792410714285715
53,1.75,2,2.083333333333333,5,11.0,2.083333333333333,15.0,0.767741935483871,5.0,2.083333333333333,15.0,0.3032258064516129,6.0,2.083333333333333,8.777777777777779,0.7344398340248962
54,1.875,3,3.0,7,14.0,3.0,19.5,0.7272727272727273,7.0,3.0,19.5,0.30303030303030304,7.0,3.0,11.666666666666666,0.576923076923077
55,1.5625,1,1.818181818181818,5,9.0,1.818181818181818,15.0,0.6206896551724138,4.0,1.818181818181818,15.0,0.2413793103448276,4.0,1.818181818181818,8.777777777777779,0.45718432510885343
56,1.75,1,2.5641025641025643,6,12.0,2.5641025641025643,17.25,0.7106067219554779,8.0,2.5641025641025643,17.25,0.43823657791357484,6.0,2.5641025641025643,10.222222222222221,0.5792410714285715
57,1.875,3,3.0,7,14.0,3.0,19.5,0.7272727272727273,9.0,3.0,19.5,0.42424242424242425,9.0,3.0,11.666666666666666,0.8076923076923077
58,1.75,2,2.083333333333333,5,10.0,2.083333333333333,15.0,0.6903225806451613,5.0,2.083333333333333,15.0,0.3032258064516129,5.0,2.083333333333333,8.777777777777779,0.5850622406639003
59,1.5625,2,1.818181818181818,5,8.0,1.818181818181818,15.0,0.5448275862068965,5.0,1.818181818181818,15.0,0.3172413793103448,5.0,1.818181818181818,8.777777777777779,0.6008708272859216
60,1.75,2,3.0,5,10.0,3.0,15.0,0.6666666666666666,5.0,3.0,15.0,0.25,5.0,3.0,8.777777777777779,0.5192307692307692
61,1.875,2,2.6181818181818177,6,12.0,2.6181818181818177,17.25,0.7095371233302268,7.0,2.6181818181818177,17.25,0.36781609195402304,7.0,2.6181818181818177,10.222222222222221,0.707757704569607
62,1.875,3,2.6181818181818177,6,13.0,2.6181818181818177,17.25,0.7778813296054675,6.0,2.6181818181818177,17.25,0.2994718856787823,6.0,2.6181818181818177,10.222222222222221,0.57624867162593
63,1.5,1,1.6666666666666667,4,6.0,1.6666666666666667,12.75,0.48120300751879697,4.0,1.6666666666666667,12.75,0.3007518796992481,3.0,1.6666666666666667,7.333333333333333,0.4117647058823529
64,1.1875,0,1.0666666666666669,5,10.0,1.0666666666666669,15.0,0.7129186602870814,7.0,1.0666666666666669,15.0,0.49760765550239233,4.0,1.0666666666666669,8.777777777777779,0.5100864553314121
65,1.5,4,2.2857142857142856,6,14.0,2.2857142857142856,17.25,0.8496420047732697,8.0,2.2857142857142856,17.25,0.4486873508353222,7.0,2.2857142857142856,10.222222222222221,0.7200000000000001
66,1.75,1,2.2857142857142856,7,13.0,2.2857142857142856,19.5,0.6804979253112033,8.0,2.2857142857142856,19.5,0.3900414937759336,7.0,2.2857142857142856,11.666666666666666,0.6091370558375635
67,1.75,3,2.5641025641025643,6,13.0,2.5641025641025643,17.25,0.7786992579659537,8.0,2.5641025641025643,17.25,0.43823657791357484,7.0,2.5641025641025643,10.222222222222221,0.7098214285714286
68,1.25,1,1.2857142857142856,4,8.0,1.2857142857142856,12.75,0.6728971962616822,4.0,1.2857142857142856,12.75,0.32398753894080995,3.0,1.2857142857142856,7.333333333333333,0.4488188976377953
69,1.4375,3,1.641025641025641,5,11.0,1.641025641025641,15.0,0.7754318618042226,5.0,1.641025641025641,15.0,0.32629558541266795,5.0,1.641025641025641,8.777777777777779,0.6107784431137724
70,1.75,2,2.5641025641025643,6,13.0,2.5641025641025643,17.25,0.7786992579659537,7.0,2.5641025641025643,17.25,0.3701440419030991,6.0,2.5641025641025643,10.222222222222221,0.5792410714285715
71,1.75,2,2.083333333333333,5,11.0,2.083333333333333,15.0,0.767741935483871,5.0,2.083333333333333,15.0,0.3032258064516129,6.0,2.083333333333333,8.777777777777779,0.7344398340248962
72,1.5,0,2.2857142857142856,6,11.0,2.2857142857142856,17.25,0.649164677804296,8.0,2.2857142857142856,17.25,0.4486873508353222,6.0,2.2857142857142856,10.222222222222221,0.5940000000000001
73,1.9375,4,3.692307692307693,8,17.0,3.692307692307693,21.75,0.792332268370607,10.0,3.692307692307693,21.75,0.4046858359957401,10.0,3.692307692307693,13.11111111111111,0.7758620689655172
74,1.75,1,2.5641025641025643,6,12.0,2.5641025641025643,17.25,0.7106067219554779,8.0,2.5641025641025643,17.25,0.43823657791357484,6.0,2.5641025641025643,10.222222222222221,0.5792410714285715
75,1.875,3,3.0,7,14.0,3.0,19.5,0.7272727272727273,9.0,3.0,19.5,0.42424242424242425,9.0,3.0,11.666666666666666,0.8076923076923077
76,1.4375,1,1.641025641025641,5,8.0,1.641025641025641,15.0,0.5508637236084453,5.0,1.641025641025641,15.0,0.32629558541266795,4.0,1.641025641025641,8.777777777777779,0.4706586826347305
77,1.75,3,2.083333333333333,7,11.0,2.083333333333333,19.5,0.5693779904306221,6.0,2.083333333333333,19.5,0.2822966507177033,7.0,2.083333333333333,11.666666666666666,0.6173913043478262
78,1.75,2,2.083333333333333,5,10.0,2.083333333333333,15.0,0.6903225806451613,5.0,2.083333333333333,15.0,0.3032258064516129,5.0,2.083333333333333,8.777777777777779,0.5850622406639003
79,1.5625,2,1.818181818181818,5,8.0,1.818181818181818,15.0,0.5448275862068965,5.0,1.818181818181818,15.0,0.3172413793103448,5.0,1.818181818181818,8.777777777777779,0.6008708272859216
80,1.25,1,1.2857142857142856,4,8.0,1.2857142857142856,12.75,0.6728971962616822,4.0,1.2857142857142856,12.75,0.32398753894080995,3.0,1.2857142857142856,7.333333333333333,0.4488188976377953
81,1.4375,3,1.641025641025641,5,11.0,1.641025641025641,15.0,0.7754318618042226,5.0,1.641025641025641,15.0,0.32629558541266795,5.0,1.641025641025641,8.777777777777779,0.6107784431137724
82,1.75,2,2.5641025641025643,6,13.0,2.5641025641025643,17.25,0.7786992579659537,7.0,2.5641025641025643,17.25,0.3701440419030991,6.0,2.5641025641025643,10.222222222222221,0.5792410714285715
83,1.75,2,2.083333333333333,5,11.0,2.083333333333333,15.0,0.767741935483871,5.0,2.083333333333333,15.0,0.3032258064516129,6.0,2.083333333333333,8.777777777777779,0.7344398340248962
84,1.4375,2,1.641025641025641,5,10.0,1.641025641025641,15.0,0.7005758157389635,4.0,1.641025641025641,15.0,0.2514395393474088,4.0,1.641025641025641,8.777777777777779,0.4706586826347305
85,1.25,2,1.3333333333333333,3,6.0,1.3333333333333333,10.5,0.6181818181818183,1.0,1.3333333333333333,10.5,0.07272727272727274,2.0,1.3333333333333333,5.888888888888889,0.3658536585365853
86,1.875,3,3.0,7,14.0,3.0,19.5,0.7272727272727273,7.0,3.0,19.5,0.30303030303030304,7.0,3.0,11.666666666666666,0.576923076923077
87,1.5625,1,1.818181818181818,5,9.0,1.818181818181818,15.0,0.6206896551724138,4.0,1.818181818181818,15.0,0.2413793103448276,4.0,1.818181818181818,8.777777777777779,0.45718432510885343
88,1.75,1,2.5641025641025643,6,12.0,2.5641025641025643,17.25,0.7106067219554779,8.0,2.5641025641025643,17.25,0.43823657791357484,6.0,2.5641025641025643,10.222222222222221,0.5792410714285715
89,1.875,3,3.0,7,14.0,3.0,19.5,0.7272727272727273,9.0,3.0,19.5,0.42424242424242425,9.0,3.0,11.666666666666666,0.8076923076923077
90,1.75,2,3.0,5,10.0,3.0,15.0,0.6666666666666666,5.0,3.0,15.0,0.25,5.0,3.0,8.777777777777779,0.5192307692307692
91,1.875,2,2.6181818181818177,6,12.0,2.6181818181818177,17.25,0.7095371233302268,7.0,2.6181818181818177,17.25,0.36781609195402304,7.0,2.6181818181818177,10.222222222222221,0.707757704569607
92,1.75,2,2.083333333333333,5,10.0,2.083333333333333,15.0,0.6903225806451613,5.0,2.083333333333333,15.0,0.3032258064516129,5.0,2.083333333333333,8.777777777777779,0.5850622406639003
93,1.5625,2,1.818181818181818,5,8.0,1.818181818181818,15.0,0.5448275862068965,5.0,1.818181818181818,15.0,0.3172413793103448,5.0,1.818181818181818,8.777777777777779,0.6008708272859216
94,1.875,3,2.6181818181818177,6,13.0,2.6181818181818177,17.25,0.7778813296054675,6.0,2.6181818181818177,17.25,0.2994718856787823,6.0,2.6181818181818177,10.222222222222221,0.57624867162593
95,1.5,1,1.6666666666666667,4,6.0,1.6666666666666667,12.75,0.48120300751879697,4.0,1.6666666666666667,12.75,0.3007518796992481,3.0,1.6666666666666667,7.333333333333333,0.4117647058823529
96,1.5,0,2.2857142857142856,6,11.0,2.2857142857142856,17.25,0.649164677804296,8.0,2.2857142857142856,17.25,0.4486873508353222,6.0,2.2857142857142856,10.222222222222221,0.5940000000000001
97,1.9375,4,3.692307692307693,8,17.0,3.692307692307693,21.75,0.792332268370607,10.0,3.692307692307693,21.75,0.4046858359957401,10.0,3.692307692307693,13.11111111111111,0.7758620689655172
98,1.75,1,2.5641025641025643,6,12.0,2.5641025641025643,17.25,0.7106067219554779,8.0,2.5641025641025643,17.25,0.43823657791357484,6.0,2.5641025641025643,10.222222222222221,0.5792410714285715
99,1.875,3,3.0,7,14.0,3.0,19.5,0.7272727272727273,9.0,3.0,19.5,0.42424242424242425,9.0,3.0,11.666666666666666,0.8076923076923077
100,1.75,1,2.5641025641025643,6,12.0,2.5641025641025643,17.25,0.7106067219554779,8.0,2.5641025641025643,17.25,0.43823657791357484,6.0,2.5641025641025643,10.222222222222221,0.5792410714285715
101,1.875,3,3.0,7,14.0,3.0,19.5,0.7272727272727273,9.0,3.0,19.5,0.42424242424242425,9.0,3.0,11.666666666666666,0.8076923076923077
102,1.75,2,3.0,5,10.0,3.0,15.0,0.6666666666666666,5.0,3.0,15.0,0.25,5.0,3.0,8.777777777777779,0.5192307692307692
103,1.875,2,2.6181818181818177,6,12.0,2.6181818181818177,17.25,0.7095371233302268,7.0,2.6181818181818177,17.25,0.36781609195402304,7.0,2.6181818181818177,10.222222222222221,0.707757704569607
104,1.9375,0,3.692307692307693,8,15.0,3.692307692307693,21.75,0.6815761448349308,12.0,3.692307692307693,21.75,0.5154419595314164,9.0,3.692307692307693,13.11111111111111,0.6696914700544464
105,2.25,4,5.333333333333333,9,18.0,5.333333333333333,24.0,0.7321428571428572,13.0,5.333333333333333,24.0,0.4642857142857143,13.0,5.333333333333333,14.555555555555555,0.9397590361445786
106,1.875,1,3.0,7,12.0,3.0,19.5,0.6060606060606061,9.0,3.0,19.5,0.42424242424242425,7.0,3.0,11.666666666666666,0.576923076923077
107,2.0625,3,3.5636363636363635,8,14.0,3.5636363636363635,21.75,0.6288427893026743,11.0,3.5636363636363635,21.75,0.46388402899275183,10.0,3.5636363636363635,13.11111111111111,0.7788827761320355
108,1.875,1,3.0,7,12.0,3.0,19.5,0.6060606060606061,9.0,3.0,19.5,0.42424242424242425,7.0,3.0,11.666666666666666,0.576923076923077
109,2.0625,3,3.5636363636363635,8,14.0,3.5636363636363635,21.75,0.6288427893026743,11.0,3.5636363636363635,21.75,0.46388402899275183,10.0,3.5636363636363635,13.11111111111111,0.7788827761320355
110,1.875,2,2.6181818181818177,6,10.0,2.6181818181818177,17.25,0.5728487107797453,8.0,2.6181818181818177,17.25,0.4361602982292638,6.0,2.6181818181818177,10.222222222222221,0.57624867162593
111,1.75,2,2.4,6,11.0,2.4,17.25,0.6464646464646464,8.0,2.4,17.25,0.4444444444444444,7.0,2.4,10.222222222222221,0.7159090909090909
112,1.4375,1,1.641025641025641,5,8.0,1.641025641025641,15.0,0.5508637236084453,5.0,1.641025641025641,15.0,0.32629558541266795,4.0,1.641025641025641,8.777777777777779,0.4706586826347305
113,1.75,3,2.083333333333333,7,11.0,2.083333333333333,19.5,0.5693779904306221,6.0,2.083333333333333,19.5,0.2822966507177033,7.0,2.083333333333333,11.666666666666666,0.6173913043478262
114,1.75,2,2.083333333333333,5,10.0,2.083333333333333,15.0,0.6903225806451613,5.0,2.083333333333333,15.0,0.3032258064516129,5.0,2.083333333333333,8.777777777777779,0.5850622406639003
115,1.5625,2,1.818181818181818,5,8.0,1.818181818181818,15.0,0.5448275862068965,5.0,1.818181818181818,15.0,0.3172413793103448,5.0,1.818181818181818,8.777777777777779,0.6008708272859216
116,1.75,2,2.083333333333333,5,10.0,2.083333333333333,15.0,0.6903225806451613,5.0,2.083333333333333,15.0,0.3032258064516129,5.0,2.083333333333333,8.777777777777779,0.5850622406639003
117,1.5625,2,1.818181818181818,5,8.0,1.818181818181818,15.0,0.5448275862068965,5.0,1.818181818181818,15.0,0.3172413793103448,5.0,1.818181818181818,8.777777777777779,0.6008708272859216
118,1.875,3,2.6181818181818177,6,13.0,2.6181818181818177,17.25,0.7778813296054675,6.0,2.6181818181818177,17.25,0.2994718856787823,6.0,2.6181818181818177,10.222222222222221,0.57624867162593
119,1.5,1,1.6666666666666667,4,6.0,1.6666666666666667,12.75,0.48120300751879697,4.0,1.6666666666666667,12.75,0.3007518796992481,3.0,1.6666666666666667,7.333333333333333,0.4117647058823529
120,1.875,1,3.0,7,12.0,3.0,19.5,0.6060606060606061,9.0,3.0,19.5,0.42424242424242425,7.0,3.0,11.666666666666666,0.576923076923077
121,2.0625,3,3.5636363636363635,8,14.0,3.5636363636363635,21.75,0.6288427893026743,11.0,3.5636363636363635,21.75,0.46388402899275183,10.0,3.5636363636363635,13.11111111111111,0.7788827761320355
122,1.875,2,2.6181818181818177,6,10.0,2.6181818181818177,17.25,0.5728487107797453,8.0,2.6181818181818177,17.25,0.4361602982292638,6.0,2.6181818181818177,10.222222222222221,0.57624867162593
123,1.75,2,2.4,6,11.0,2.4,17.25,0.6464646464646464,8.0,2.4,17.25,0.4444444444444444,7.0,2.4,10.222222222222221,0.7159090909090909
124,1.875,2,2.6181818181818177,6,10.0,2.6181818181818177,17.25,0.5728487107797453,8.0,2.6181818181818177,17.25,0.4361602982292638,6.0,2.6181818181818177,10.222222222222221,0.57624867162593
125,1.75,2,2.4,6,11.0,2.4,17.25,0.6464646464646464,8.0,2.4,17.25,0.4444444444444444,7.0,2.4,10.222222222222221,0.7159090909090909
126,2.0,3,2.4,7,13.0,2.4,19.5,0.6783625730994152,9.0,2.4,19.5,0.44444444444444436,7.0,2.4,11.666666666666666,0.60431654676259
127,1.5625,1,1.5873015873015874,5,7.0,1.5873015873015874,15.0,0.47810650887573963,7.0,1.5873015873015874,15.0,0.47810650887573963,4.0,1.5873015873015874,8.777777777777779,0.47461368653421626
128,1.1875,0,1.0666666666666669,5,9.0,1.0666666666666669,15.0,0.6411483253588517,8.0,1.0666666666666669,15.0,0.569377990430622,4.0,1.0666666666666669,8.777777777777779,0.5100864553314121
129,1.75,4,2.2857142857142856,7,15.0,2.2857142857142856,19.5,0.7966804979253113,10.0,2.2857142857142856,19.5,0.5062240663900415,8.0,2.2857142857142856,11.666666666666666,0.7157360406091372
130,1.5,1,2.2857142857142856,6,12.0,2.2857142857142856,17.25,0.7159904534606205,9.0,2.2857142857142856,17.25,0.5155131264916467,7.0,2.2857142857142856,10.222222222222221,0.7200000000000001
131,1.75,3,2.5641025641025643,6,12.0,2.5641025641025643,17.25,0.7106067219554779,9.0,2.5641025641025643,17.25,0.5063291139240507,7.0,2.5641025641025643,10.222222222222221,0.7098214285714286
132,1.5,1,2.2857142857142856,6,12.0,2.2857142857142856,17.25,0.7159904534606205,9.0,2.2857142857142856,17.25,0.5155131264916467,7.0,2.2857142857142856,10.222222222222221,0.7200000000000001
133,1.75,3,2.5641025641025643,6,12.0,2.5641025641025643,17.25,0.7106067219554779,9.0,2.5641025641025643,17.25,0.5063291139240507,7.0,2.5641025641025643,10.222222222222221,0.7098214285714286
134,1.9375,2,3.692307692307693,8,16.0,3.692307692307693,21.75,0.7369542066027689,12.0,3.692307692307693,21.75,0.5154419595314164,10.0,3.692307692307693,13.11111111111111,0.7758620689655172
135,1.875,2,3.0,7,12.0,3.0,19.5,0.6060606060606061,10.0,3.0,19.5,0.48484848484848486,8.0,3.0,11.666666666666666,0.6923076923076924
136,1.25,0,1.2857142857142856,4,7.0,1.2857142857142856,12.75,0.5856697819314641,5.0,1.2857142857142856,12.75,0.411214953271028,3.0,1.2857142857142856,7.333333333333333,0.4488188976377953
137,1.75,4,2.5641025641025643,6,14.0,2.5641025641025643,17.25,0.8467917939764296,7.0,2.5641025641025643,17.25,0.3701440419030991,7.0,2.5641025641025643,10.222222222222221,0.7098214285714286
138,1.4375,1,1.641025641025641,5,9.0,1.641025641025641,15.0,0.6257197696737045,6.0,1.641025641025641,15.0,0.4011516314779271,5.0,1.641025641025641,8.777777777777779,0.6107784431137724
139,1.75,3,2.083333333333333,5,10.0,2.083333333333333,15.0,0.6903225806451613,6.0,2.083333333333333,15.0,0.38064516129032255,6.0,2.083333333333333,8.777777777777779,0.7344398340248962
140,1.4375,1,1.641025641025641,5,9.0,1.641025641025641,15.0,0.6257197696737045,6.0,1.641025641025641,15.0,0.4011516314779271,5.0,1.641025641025641,8.777777777777779,0.6107784431137724
141,1.75,3,2.083333333333333,5,10.0,2.083333333333333,15.0,0.6903225806451613,6.0,2.083333333333333,15.0,0.38064516129032255,6.0,2.083333333333333,8.777777777777779,0.7344398340248962
