truth_table,bias,influence_0,influence_1,influence_2,influence_3,fourier_energy_degree_0,fourier_energy_degree_1,fourier_energy_degree_2,fourier_energy_degree_3,fourier_energy_degree_4,algebraic_degree,input_symmetries,anf_terms_degree_0,fourier_l1_degree_0,fourier_negative_degree_0,fourier_zero_degree_0,anf_terms_degree_1,fourier_l1_degree_1,fourier_negative_degree_1,fourier_zero_degree_1,anf_terms_degree_2,fourier_l1_degree_2,fourier_negative_degree_2,fourier_zero_degree_2,anf_terms_degree_3,fourier_l1_degree_3,fourier_negative_degree_3,fourier_zero_degree_3,anf_terms_degree_4,fourier_l1_degree_4,fourier_negative_degree_4,fourier_zero_degree_4,sensitivity_variance,maximum_local_sensitivity,zero_conditional_sensitivity,one_conditional_sensitivity,khrapchenko_product,order_2_derivative_std,order_2_derivative_max,order_3_derivative_std,order_3_derivative_max,mean_certificate_size,maximum_certificate_size,mean_certificate_size_output_0,mean_certificate_size_output_1,constant_faces_codimension_1,constant_faces_codimension_2,constant_faces_codimension_3,decision_tree_depth,decision_tree_leaf_count,and_factorable_partitions,or_factorable_partitions,xor_factorable_partitions,prime_0_count,prime_0_mean_literals,prime_0_minimum_literals,prime_1_count,prime_1_mean_literals,prime_1_minimum_literals,one_region_components,zero_region_components,total_monochromatic_components,maximum_absolute_walsh,fourier_entropy,canalizing_variable_count,cofactor_orbit_diversity,target_NAND,target_NOR,target_AND_OR_NOT
33296,-10,6,6,6,6,100,16,56,80,4,4,2,0,10,1,0,1,8,3,0,4,16,2,0,3,16,3,0,1,2,0,0,1.75,4,0.9230769230769231,4.0,3.6923076923076925,0.093169499062,0.375,0.125,0.375,2.4375,4,2.076923076923077,4.0,0,7,20,4,9,0,0,0,9,2.2222222222222223,2,3,4.0,4,3,1,4,10,2.848681565885773,0,6,14,13,11
33297,-8,4,8,8,8,64,16,112,48,16,3,2,1,8,1,0,3,4,0,3,2,20,0,2,1,12,2,1,0,4,0,0,1.4375,4,1.1666666666666667,3.5,4.083333333333334,0.117851130198,0.5,0.125,0.5,2.4375,4,2.0833333333333335,3.5,0,5,18,4,8,0,0,0,7,2.2857142857142856,2,3,3.6666666666666665,3,3,1,4,8,3.0,0,6,14,12,10
33298,-8,4,8,8,8,64,32,64,96,0,3,1,0,8,1,0,2,8,1,2,3,16,1,2,2,16,3,1,0,0,0,1,1.4375,4,1.1666666666666667,3.5,4.083333333333334,0.117851130198,0.5,0.108253175473,0.5,2.5,4,2.1666666666666665,3.5,0,5,18,4,9,0,0,0,8,2.375,2,3,3.6666666666666665,3,3,1,4,8,3.0,0,8,14,13,10
33299,-6,6,6,6,10,36,48,120,48,4,4,1,1,6,1,0,2,12,1,0,3,24,1,0,2,12,3,0,1,2,0,0,0.9375,4,1.2727272727272727,2.8,3.5636363636363635,0.125,0.625,0.108253175473,0.625,2.5,4,2.1818181818181817,3.2,0,4,18,4,8,0,0,0,7,2.4285714285714284,2,4,3.25,3,2,1,3,6,3.325375780033049,0,8,12,12,9
33300,-8,8,8,8,8,64,0,64,128,0,2,4,0,8,1,0,2,0,0,4,5,8,0,5,0,16,2,2,0,0,0,1,1.5,4,1.3333333333333333,4.0,5.333333333333333,0.186338998125,0.5,0.25,0.5,2.75,4,2.3333333333333335,4.0,0,2,16,4,10,0,0,0,10,2.8,2,4,4.0,4,4,1,5,8,2.0,0,4,18,15,13
33301,-6,6,6,10,10,36,16,120,80,4,4,4,1,6,1,0,2,8,0,0,1,20,0,0,4,16,2,0,1,2,0,0,1.0,4,1.4545454545454546,3.2,4.654545454545455,0.190940653956,0.625,0.25,0.625,2.625,4,2.272727272727273,3.4,0,2,16,4,9,0,0,0,8,2.75,2,4,3.5,3,3,1,4,10,2.848681565885773,0,4,15,14,11
33302,-6,6,10,10,10,36,16,56,144,4,4,2,0,6,1,0,3,8,1,0,2,16,2,0,3,20,4,0,1,2,1,0,1.1875,4,1.6363636363636365,3.6,5.8909090909090915,0.186338998125,0.625,0.207289049397,0.625,2.9375,4,2.6363636363636362,3.6,0,1,14,4,10,0,0,0,10,2.9,2,4,3.75,3,4,1,5,10,2.848681565885773,0,6,18,15,13
33303,-4,8,8,8,8,16,48,112,80,0,3,2,1,4,1,0,1,12,0,1,4,20,0,2,1,12,2,2,0,0,0,1,0.75,4,1.6,2.6666666666666665,4.266666666666667,0.171796067734,0.75,0.207289049397,0.75,2.8125,4,2.6,3.1666666666666665,0,1,16,4,9,0,0,0,9,2.888888888888889,2,5,3.2,3,2,1,3,8,3.0,0,6,14,14,11
33304,-8,8,8,8,8,64,16,48,112,16,3,2,0,8,1,0,1,4,1,3,5,12,1,3,1,20,3,0,0,4,0,0,1.75,4,1.3333333333333333,4.0,5.333333333333333,0.125,0.5,0.108253175473,0.5,2.8125,4,2.4166666666666665,4.0,0,3,16,4,11,0,0,0,10,2.7,2,4,4.0,4,4,1,5,8,3.0,0,6,17,16,14
33305,-6,6,10,10,10,36,16,88,80,36,4,2,1,6,1,0,3,8,1,0,1,20,1,0,3,16,3,0,1,6,0,0,1.4375,4,1.6363636363636365,3.6,5.8909090909090915,0.093169499062,0.625,0.108253175473,0.625,2.8125,4,2.4545454545454546,3.6,0,2,14,4,10,0,0,0,8,2.75,2,4,3.75,3,4,1,5,6,3.325375780033049,0,6,17,15,13
33306,-6,6,6,10,10,36,48,56,112,4,4,2,0,6,1,0,2,12,1,0,2,16,1,0,4,20,3,0,1,2,0,0,1.25,4,1.4545454545454546,3.2,4.654545454545455,0.117851130198,0.625,0.0,0.375,2.6875,4,2.3636363636363638,3.4,0,3,16,4,10,0,0,0,8,2.625,2,4,3.5,3,3,1,4,6,3.325375780033049,0,6,15,15,12
33307,-4,8,8,8,8,16,64,96,64,16,2,2,1,4,1,0,2,16,1,0,4,24,1,0,0,16,3,0,0,4,0,0,1.0,4,1.6,2.6666666666666665,4.266666666666667,0.0,0.5,0.0,0.5,2.6875,4,2.4,3.1666666666666665,0,2,16,4,9,0,0,0,7,2.7142857142857144,2,5,3.2,3,2,1,3,4,4.0,0,6,14,14,11
33308,-6,6,10,10,10,36,16,56,144,4,4,1,0,6,1,0,2,8,2,0,4,16,3,0,2,20,3,0,1,2,0,0,1.1875,4,1.6363636363636365,3.6,5.8909090909090915,0.186338998125,0.625,0.207289049397,0.625,2.9375,4,2.6363636363636362,3.6,0,1,14,4,10,0,0,0,10,2.9,2,4,3.75,3,4,1,5,10,2.848681565885773,0,8,17,16,13
33309,-4,8,8,8,12,16,32,96,96,16,3,1,1,4,1,0,2,8,0,2,2,16,0,3,2,16,2,1,0,4,0,0,0.9375,4,1.8,3.0,5.4,0.144337567297,0.75,0.207289049397,0.75,2.875,4,2.6,3.3333333333333335,0,1,14,4,9,0,0,0,8,2.875,2,5,3.4,3,3,1,4,8,3.0,0,8,16,15,13
33310,-4,8,8,8,12,16,48,48,144,0,3,1,0,4,1,0,3,12,1,1,3,12,1,3,1,20,3,1,0,0,0,1,0.9375,4,1.8,3.0,5.4,0.144337567297,0.75,0.125,0.5,2.875,4,2.6,3.3333333333333335,0,1,14,4,10,0,0,0,8,2.875,2,5,3.4,3,3,1,4,8,3.0,0,8,17,15,13
33311,-2,6,6,10,10,4,80,88,80,4,4,1,1,2,1,0,1,16,1,0,3,20,1,0,3,16,3,0,1,2,0,0,0.75,4,1.7777777777777777,2.2857142857142856,4.063492063492063,0.117851130198,0.625,0.125,0.625,2.5625,4,2.5555555555555554,2.5714285714285716,0,2,16,4,9,0,0,0,7,2.857142857142857,2,4,3.0,2,2,1,3,6,3.325375780033049,0,8,13,14,11
33312,-10,6,6,6,6,100,48,24,48,36,4,2,0,10,1,0,0,12,3,0,2,12,2,0,2,12,3,0,1,6,0,0,2.25,4,0.9230769230769231,4.0,3.6923076923076925,0.125,0.375,0.0,0.375,1.9375,4,1.4615384615384615,4.0,1,9,20,4,8,1,0,0,5,2.0,1,3,4.0,4,3,1,4,10,2.848681565885773,1,6,13,14,9
33313,-8,8,8,8,8,64,32,64,32,64,3,2,1,8,1,0,4,8,1,2,4,16,0,2,2,8,1,2,0,8,0,0,2.25,4,1.3333333333333333,4.0,5.333333333333333,0.093169499062,0.5,0.0,0.5,2.625,4,2.1666666666666665,4.0,0,5,16,4,10,0,0,0,7,2.2857142857142856,2,4,4.0,4,4,1,5,8,3.0,0,6,18,15,13
33314,-8,4,4,8,8,64,80,48,48,16,3,2,0,8,1,0,1,12,1,2,1,12,1,3,1,12,3,1,0,4,0,0,1.5,4,1.0,3.0,3.0,0.125,0.5,0.108253175473,0.5,1.875,4,1.4166666666666667,3.25,1,8,20,4,7,1,0,0,4,2.0,1,3,3.3333333333333335,3,2,1,3,8,3.0,1,6,10,11,7
33315,-6,6,6,6,10,36,80,88,16,36,4,2,1,6,1,0,3,16,1,0,5,20,1,0,3,8,3,0,1,6,0,0,1.4375,4,1.2727272727272727,2.8,3.5636363636363635,0.093169499062,0.625,0.108253175473,0.625,2.4375,4,2.090909090909091,3.2,0,5,18,4,9,0,0,0,6,2.1666666666666665,2,4,3.25,3,2,1,3,6,3.325375780033049,0,6,14,12,10
33316,-8,8,8,8,8,64,16,48,112,16,3,2,0,8,1,0,1,4,1,3,5,12,1,3,1,20,3,0,0,4,0,0,1.75,4,1.3333333333333333,4.0,5.333333333333333,0.125,0.5,0.108253175473,0.5,2.8125,4,2.4166666666666665,4.0,0,3,16,4,11,0,0,0,10,2.7,2,4,4.0,4,4,1,5,8,3.0,0,6,17,16,14
33317,-6,6,10,10,10,36,16,88,80,36,4,2,1,6,1,0,3,8,1,0,1,20,1,0,3,16,3,0,1,6,0,0,1.4375,4,1.6363636363636365,3.6,5.8909090909090915,0.093169499062,0.625,0.108253175473,0.625,2.8125,4,2.4545454545454546,3.6,0,2,14,4,10,0,0,0,8,2.75,2,4,3.75,3,4,1,5,6,3.325375780033049,0,6,17,15,13
33318,-6,6,6,10,10,36,48,56,112,4,4,2,0,6,1,0,2,12,1,0,2,16,1,0,4,20,3,0,1,2,0,0,1.25,4,1.4545454545454546,3.2,4.654545454545455,0.117851130198,0.625,0.0,0.375,2.6875,4,2.3636363636363638,3.4,0,3,16,4,10,0,0,0,8,2.625,2,4,3.5,3,3,1,4,6,3.325375780033049,0,6,15,15,12
33319,-4,8,8,8,8,16,64,96,64,16,2,2,1,4,1,0,2,16,1,0,4,24,1,0,0,16,3,0,0,4,0,0,1.0,4,1.6,2.6666666666666665,4.266666666666667,0.0,0.5,0.0,0.5,2.6875,4,2.4,3.1666666666666665,0,2,16,4,9,0,0,0,7,2.7142857142857144,2,5,3.2,3,2,1,3,4,4.0,0,6,14,14,11
33320,-8,8,8,8,8,64,64,0,64,64,2,6,0,8,1,0,0,8,1,3,3,0,0,6,0,8,1,3,0,8,0,0,2.5,4,1.3333333333333333,4.0,5.333333333333333,0.25,0.5,0.0,0.5,2.25,4,1.6666666666666667,4.0,1,6,16,4,9,1,0,0,5,2.6,1,4,4.0,4,4,1,5,8,2.0,1,4,16,15,12
33321,-6,10,10,10,10,36,48,24,48,100,4,6,1,6,1,0,4,12,1,0,3,12,0,0,4,12,1,0,1,10,0,0,2.25,4,1.8181818181818181,4.0,7.2727272727272725,0.125,0.375,0.0,0.625,2.9375,4,2.4545454545454546,4.0,0,3,12,4,12,0,0,0,7,2.7142857142857144,2,5,4.0,4,5,2,7,10,2.848681565885773,0,4,21,18,17
33322,-6,6,6,6,10,36,112,24,48,36,4,6,0,6,1,0,1,16,1,0,0,12,3,0,3,12,4,0,1,6,0,0,1.6875,4,1.2727272727272727,2.8,3.5636363636363635,0.25,0.625,0.108253175473,0.625,2.0625,4,1.5454545454545454,3.2,1,6,18,4,8,1,0,0,4,2.5,1,4,3.25,3,2,1,3,10,2.848681565885773,1,4,13,13,9
33323,-4,8,8,8,8,16,112,48,16,64,3,6,1,4,1,0,3,20,1,0,6,12,0,3,1,4,1,3,0,8,0,0,1.75,4,1.6,2.6666666666666665,4.266666666666667,0.125,0.5,0.108253175473,0.75,2.625,4,2.3,3.1666666666666665,0,3,16,4,11,0,0,0,6,2.5,2,5,3.2,3,2,1,3,8,3.0,0,4,15,15,13
33324,-6,6,10,10,10,36,48,24,112,36,4,2,0,6,1,0,1,12,2,0,4,12,3,0,3,16,3,0,1,6,0,0,1.6875,4,1.6363636363636365,3.6,5.8909090909090915,0.25,0.625,0.108253175473,0.625,2.75,4,2.3636363636363638,3.6,0,3,14,4,10,0,0,0,7,2.5714285714285716,2,4,3.75,3,4,1,5,10,2.848681565885773,0,6,16,16,13
33325,-4,8,8,12,12,16,48,48,80,64,3,2,1,4,1,0,3,12,1,1,2,12,0,3,1,12,1,2,0,8,0,0,1.5,4,2.0,3.3333333333333335,6.666666666666667,0.125,0.5,0.108253175473,0.75,2.875,4,2.5,3.5,0,2,12,4,11,0,0,0,6,2.8333333333333335,2,5,3.6,3,4,2,6,8,3.0,0,6,18,17,15
33326,-4,8,8,8,8,16,96,32,96,16,3,2,0,4,1,0,2,16,1,1,3,8,1,4,2,16,3,1,0,4,0,0,1.25,4,1.6,2.6666666666666665,4.266666666666667,0.224381866964,0.75,0.0,0.5,2.625,4,2.3,3.1666666666666665,0,3,16,4,9,0,0,0,6,2.5,2,5,3.2,3,2,1,3,8,3.0,0,6,13,15,11
33327,-2,6,6,10,10,4,112,56,48,36,4,2,1,2,1,0,2,20,1,0,3,16,1,0,2,12,3,0,1,6,0,0,1.25,4,1.7777777777777777,2.2857142857142856,4.063492063492063,0.117851130198,0.625,0.0,0.625,2.4375,4,2.3333333333333335,2.5714285714285716,0,3,16,4,9,0,0,0,5,2.6,2,4,3.0,2,2,1,3,6,3.325375780033049,0,6,11,14,10
33328,-8,4,8,8,8,64,48,48,80,16,3,1,0,8,1,0,1,12,2,1,3,12,1,3,3,12,2,2,0,4,0,0,1.6875,4,1.1666666666666667,3.5,4.083333333333334,0.125,0.5,0.125,0.5,2.4375,4,2.0833333333333335,3.5,0,6,18,4,8,0,0,0,7,2.142857142857143,2,3,3.6666666666666665,3,3,1,4,8,3.0,0,8,13,13,10
33329,-6,6,6,10,10,36,48,88,48,36,4,1,1,6,1,0,3,12,2,0,3,20,1,0,1,12,2,0,1,6,0,0,1.5,4,1.4545454545454546,3.2,4.654545454545455,0.093169499062,0.625,0.125,0.625,2.5625,4,2.1818181818181817,3.4,0,4,16,4,9,0,0,0,6,2.3333333333333335,2,4,3.5,3,3,1,4,6,3.325375780033049,0,8,16,14,12
33330,-6,6,6,6,10,36,80,56,80,4,4,1,0,6,1,0,2,16,2,0,4,16,3,0,2,16,4,0,1,2,0,0,1.1875,4,1.2727272727272727,2.8,3.5636363636363635,0.117851130198,0.625,0.108253175473,0.625,2.4375,4,2.090909090909091,3.2,0,5,18,4,8,0,0,0,6,2.1666666666666665,2,4,3.25,3,2,1,3,6,3.325375780033049,0,8,12,13,9
33331,-4,4,4,8,12,16,96,96,32,16,3,1,1,4,1,0,2,16,1,1,2,16,0,3,2,8,2,2,0,4,0,0,0.9375,4,1.4,2.3333333333333335,3.2666666666666666,0.144337567297,0.75,0.108253175473,0.75,2.25,4,2.1,2.5,0,5,18,4,7,0,0,0,5,2.2,2,3,3.0,2,2,1,3,8,3.0,0,8,10,12,9
33332,-6,6,10,10,10,36,16,56,144,4,4,1,0,6,1,0,2,8,2,0,4,16,3,0,2,20,3,0,1,2,0,0,1.1875,4,1.6363636363636365,3.6,5.8909090909090915,0.186338998125,0.625,0.207289049397,0.625,2.9375,4,2.6363636363636362,3.6,0,1,14,4,10,0,0,0,10,2.9,2,4,3.75,3,4,1,5,10,2.848681565885773,0,8,17,16,13
33333,-4,8,8,8,12,16,32,96,96,16,3,1,1,4,1,0,2,8,0,2,2,16,0,3,2,16,2,1,0,4,0,0,0.9375,4,1.8,3.0,5.4,0.144337567297,0.75,0.207289049397,0.75,2.875,4,2.6,3.3333333333333335,0,1,14,4,9,0,0,0,8,2.875,2,5,3.4,3,3,1,4,8,3.0,0,8,16,15,13
33334,-4,8,8,8,12,16,48,48,144,0,3,1,0,4,1,0,3,12,1,1,3,12,1,3,1,20,3,1,0,0,0,1,0.9375,4,1.8,3.0,5.4,0.144337567297,0.75,0.125,0.5,2.875,4,2.6,3.3333333333333335,0,1,14,4,10,0,0,0,8,2.875,2,5,3.4,3,3,1,4,8,3.0,0,8,17,15,13
33335,-2,6,6,10,10,4,80,88,80,4,4,1,1,2,1,0,1,16,1,0,3,20,1,0,3,16,3,0,1,2,0,0,0.75,4,1.7777777777777777,2.2857142857142856,4.063492063492063,0.117851130198,0.625,0.125,0.625,2.5625,4,2.5555555555555554,2.5714285714285716,0,2,16,4,9,0,0,0,7,2.857142857142857,2,4,3.0,2,2,1,3,6,3.325375780033049,0,8,13,14,11
33336,-6,6,10,10,10,36,48,24,112,36,4,2,0,6,1,0,1,12,2,0,4,12,3,0,3,16,3,0,1,6,0,0,1.6875,4,1.6363636363636365,3.6,5.8909090909090915,0.25,0.625,0.108253175473,0.625,2.75,4,2.3636363636363638,3.6,0,3,14,4,10,0,0,0,7,2.5714285714285716,2,4,3.75,3,4,1,5,10,2.848681565885773,0,6,16,16,13
33337,-4,8,8,12,12,16,48,48,80,64,3,2,1,4,1,0,3,12,1,1,2,12,0,3,1,12,1,2,0,8,0,0,1.5,4,2.0,3.3333333333333335,6.666666666666667,0.125,0.5,0.108253175473,0.75,2.875,4,2.5,3.5,0,2,12,4,11,0,0,0,6,2.8333333333333335,2,5,3.6,3,4,2,6,8,3.0,0,6,18,17,15
33338,-4,8,8,8,8,16,96,32,96,16,3,2,0,4,1,0,2,16,1,1,3,8,1,4,2,16,3,1,0,4,0,0,1.25,4,1.6,2.6666666666666665,4.266666666666667,0.224381866964,0.75,0.0,0.5,2.625,4,2.3,3.1666666666666665,0,3,16,4,9,0,0,0,6,2.5,2,5,3.2,3,2,1,3,8,3.0,0,6,13,15,11
33339,-2,6,6,10,10,4,112,56,48,36,4,2,1,2,1,0,2,20,1,0,3,16,1,0,2,12,3,0,1,6,0,0,1.25,4,1.7777777777777777,2.2857142857142856,4.063492063492063,0.117851130198,0.625,0.0,0.625,2.4375,4,2.3333333333333335,2.5714285714285716,0,3,16,4,9,0,0,0,5,2.6,2,4,3.0,2,2,1,3,6,3.325375780033049,0,6,11,14,10
33340,-4,4,12,12,12,16,32,32,160,16,3,2,0,4,1,0,2,8,1,2,3,8,1,4,2,16,2,2,0,4,0,0,1.0,4,2.0,3.3333333333333335,6.666666666666667,0.303337912053,0.75,0.216506350946,0.75,2.875,4,2.6,3.3333333333333335,0,1,12,4,9,0,0,0,7,2.857142857142857,2,4,3.5,3,4,1,5,12,2.216917186688699,0,6,16,16,12
33341,-2,6,10,10,14,4,48,56,112,36,4,2,1,2,1,0,2,12,1,0,3,16,1,0,2,16,2,0,1,6,0,0,1.0,4,2.2222222222222223,2.857142857142857,6.34920634920635,0.186338998125,0.625,0.216506350946,0.875,2.9375,4,2.6666666666666665,3.2857142857142856,0,1,12,4,10,0,0,0,6,3.0,2,6,3.3333333333333335,3,3,2,5,10,2.848681565885773,0,6,18,17,14
33342,-2,6,10,10,10,4,80,24,144,4,4,2,0,2,1,0,3,16,1,0,4,12,3,0,1,20,4,0,1,2,0,0,0.9375,4,2.0,2.5714285714285716,5.142857142857143,0.239356776939,0.875,0.108253175473,0.625,2.8125,4,2.5555555555555554,3.142857142857143,0,1,14,4,9,0,0,0,6,2.8333333333333335,2,6,3.1666666666666665,3,2,1,3,10,2.848681565885773,0,6,15,15,12
33343,0,4,8,8,12,0,112,48,80,16,3,2,1,0,0,1,1,20,1,0,2,12,0,3,3,12,2,2,0,4,0,0,1.0,4,2.0,2.0,4.0,0.144337567297,0.75,0.108253175473,0.75,2.4375,4,2.5,2.375,0,3,16,4,8,0,0,0,5,2.8,2,4,2.75,2,2,1,3,8,3.0,0,6,11,14,10
33344,-10,6,6,6,6,100,16,88,16,36,4,8,0,10,1,0,0,8,4,0,2,20,4,0,4,8,4,0,1,6,0,0,2.0,4,0.9230769230769231,4.0,3.6923076923076925,0.117851130198,0.375,0.0,0.375,2.375,4,2.0,4.0,0,8,20,4,9,0,0,0,8,2.0,2,3,4.0,4,3,1,4,10,2.848681565885773,0,2,15,14,10
33345,-8,8,8,8,8,64,0,128,0,64,2,8,1,8,1,0,4,0,0,4,4,16,0,4,0,0,0,4,0,8,0,0,2.0,4,1.3333333333333333,4.0,5.333333333333333,0.235702260396,0.5,0.0,0.5,2.5,4,2.0,4.0,0,4,16,4,10,1,0,0,4,2.0,2,4,4.0,4,4,1,5,8,2.0,0,2,14,11,9
33346,-8,4,8,8,8,64,16,112,48,16,3,2,0,8,1,0,1,4,1,3,3,20,2,2,1,12,3,1,0,4,0,0,1.4375,4,1.1666666666666667,3.5,4.083333333333334,0.117851130198,0.5,0.125,0.5,2.4375,4,2.0833333333333335,3.5,0,5,18,4,8,0,0,0,7,2.2857142857142856,2,3,3.6666666666666665,3,3,1,4,8,3.0,0,5,14,13,10
33347,-6,6,6,10,10,36,16,152,16,36,4,2,1,6,1,0,3,8,1,0,3,24,2,0,3,8,3,0,1,6,0,0,1.25,4,1.4545454545454546,3.2,4.654545454545455,0.235702260396,0.625,0.125,0.625,2.5,4,2.090909090909091,3.4,0,3,16,4,9,0,0,0,5,2.4,2,4,3.5,3,3,1,4,10,2.848681565885773,0,5,14,12,10
33348,-8,4,8,8,8,64,16,112,48,16,3,2,0,8,1,0,1,4,1,3,3,20,2,2,1,12,3,1,0,4,0,0,1.4375,4,1.1666666666666667,3.5,4.083333333333334,0.117851130198,0.5,0.125,0.5,2.4375,4,2.0833333333333335,3.5,0,5,18,4,8,0,0,0,7,2.2857142857142856,2,3,3.6666666666666665,3,3,1,4,8,3.0,0,5,14,13,10
33349,-6,6,6,10,10,36,16,152,16,36,4,2,1,6,1,0,3,8,1,0,3,24,2,0,3,8,3,0,1,6,0,0,1.25,4,1.4545454545454546,3.2,4.654545454545455,0.235702260396,0.625,0.125,0.625,2.5,4,2.090909090909091,3.4,0,3,16,4,9,0,0,0,5,2.4,2,4,3.5,3,3,1,4,10,2.848681565885773,0,5,14,12,10
33350,-6,6,6,10,10,36,16,120,80,4,4,2,0,6,1,0,2,8,2,0,2,24,3,0,2,16,4,0,1,2,0,0,1.0,4,1.4545454545454546,3.2,4.654545454545455,0.125,0.625,0.0,0.375,2.5625,4,2.272727272727273,3.2,0,3,16,4,8,0,0,0,7,2.5714285714285716,2,3,3.3333333333333335,3,3,1,4,6,3.325375780033049,0,4,13,13,10
33351,-4,8,8,8,8,16,32,160,32,16,3,2,1,4,1,0,2,8,0,2,4,24,1,2,2,8,2,2,0,4,0,0,0.75,4,1.6,2.6666666666666665,4.266666666666667,0.224381866964,0.75,0.0,0.5,2.625,4,2.3,3.1666666666666665,0,2,16,4,9,0,0,0,6,2.6666666666666665,2,5,3.2,3,2,1,3,8,3.0,0,4,13,12,10
33352,-8,8,8,8,8,64,32,64,32,64,3,2,0,8,1,0,0,8,2,2,3,16,2,2,2,8,2,2,0,8,0,0,2.25,4,1.3333333333333333,4.0,5.333333333333333,0.093169499062,0.5,0.0,0.5,2.625,4,2.1666666666666665,4.0,0,5,16,4,10,0,0,0,7,2.2857142857142856,2,4,4.0,4,4,1,5,8,3.0,0,4,16,15,13
33353,-6,10,10,10,10,36,16,88,16,100,4,2,1,6,1,0,4,8,2,0,3,20,2,0,2,8,2,0,1,10,0,0,2.0,4,1.8181818181818181,4.0,7.2727272727272725,0.117851130198,0.375,0.0,0.625,2.875,4,2.3636363636363638,4.0,0,2,12,4,12,0,0,0,6,2.6666666666666665,2,5,4.0,4,5,1,6,10,2.848681565885773,0,4,18,15,14
33354,-6,6,6,10,10,36,48,88,48,36,4,1,0,6,1,0,1,12,2,0,2,20,3,0,3,12,4,0,1,6,0,0,1.5,4,1.4545454545454546,3.2,4.654545454545455,0.093169499062,0.625,0.125,0.625,2.5625,4,2.1818181818181817,3.4,0,4,16,4,9,0,0,0,6,2.3333333333333335,2,4,3.5,3,3,1,4,6,3.325375780033049,0,7,14,14,11
33355,-4,8,8,8,12,16,48,112,16,64,3,1,1,4,1,0,3,12,1,1,4,20,1,2,1,4,1,3,0,8,0,0,1.4375,4,1.8,3.0,5.4,0.117851130198,0.5,0.125,0.75,2.6875,4,2.3,3.3333333333333335,0,2,14,4,11,0,0,0,5,2.6,2,5,3.4,3,3,1,4,8,3.0,0,7,16,14,13
33356,-6,6,6,10,10,36,48,88,48,36,4,1,0,6,1,0,1,12,2,0,2,20,3,0,3,12,4,0,1,6,0,0,1.5,4,1.4545454545454546,3.2,4.654545454545455,0.093169499062,0.625,0.125,0.625,2.5625,4,2.1818181818181817,3.4,0,4,16,4,9,0,0,0,6,2.3333333333333335,2,4,3.5,3,3,1,4,6,3.325375780033049,0,7,14,14,11
33357,-4,8,8,8,12,16,48,112,16,64,3,1,1,4,1,0,3,12,1,1,4,20,1,2,1,4,1,3,0,8,0,0,1.4375,4,1.8,3.0,5.4,0.117851130198,0.5,0.125,0.75,2.6875,4,2.3,3.3333333333333335,0,2,14,4,11,0,0,0,5,2.6,2,5,3.4,3,3,1,4,8,3.0,0,7,16,14,13
33358,-4,8,8,8,8,16,64,96,64,16,2,2,0,4,1,0,2,16,2,0,3,24,3,0,0,16,4,0,0,4,0,0,1.0,4,1.6,2.6666666666666665,4.266666666666667,0.0,0.5,0.0,0.5,2.5625,4,2.2,3.1666666666666665,0,3,16,4,9,0,0,0,5,2.4,2,5,3.2,3,2,1,3,4,4.0,0,4,13,14,10
33359,-2,6,6,10,10,4,80,120,16,36,4,2,1,2,1,0,2,16,2,0,3,24,3,0,4,8,4,0,1,6,0,0,1.0,4,1.7777777777777777,2.2857142857142856,4.063492063492063,0.125,0.625,0.0,0.625,2.375,4,2.2222222222222223,2.5714285714285716,0,3,16,4,9,0,0,0,4,2.5,2,4,3.0,2,2,1,3,6,3.325375780033049,0,4,12,13,11
33360,-8,4,8,8,8,64,16,112,48,16,3,2,0,8,1,0,1,4,1,3,3,20,2,2,1,12,3,1,0,4,0,0,1.4375,4,1.1666666666666667,3.5,4.083333333333334,0.117851130198,0.5,0.125,0.5,2.4375,4,2.0833333333333335,3.5,0,5,18,4,8,0,0,0,7,2.2857142857142856,2,3,3.6666666666666665,3,3,1,4,8,3.0,0,5,14,13,10
33361,-6,6,6,10,10,36,16,152,16,36,4,2,1,6,1,0,3,8,1,0,3,24,2,0,3,8,3,0,1,6,0,0,1.25,4,1.4545454545454546,3.2,4.654545454545455,0.235702260396,0.625,0.125,0.625,2.5,4,2.090909090909091,3.4,0,3,16,4,9,0,0,0,5,2.4,2,4,3.5,3,3,1,4,10,2.848681565885773,0,5,14,12,10
33362,-6,6,6,10,10,36,16,120,80,4,4,2,0,6,1,0,2,8,2,0,2,24,3,0,2,16,4,0,1,2,0,0,1.0,4,1.4545454545454546,3.2,4.654545454545455,0.125,0.625,0.0,0.375,2.5625,4,2.272727272727273,3.2,0,3,16,4,8,0,0,0,7,2.5714285714285716,2,3,3.3333333333333335,3,3,1,4,6,3.325375780033049,0,4,13,13,10
33363,-4,8,8,8,8,16,32,160,32,16,3,2,1,4,1,0,2,8,0,2,4,24,1,2,2,8,2,2,0,4,0,0,0.75,4,1.6,2.6666666666666665,4.266666666666667,0.224381866964,0.75,0.0,0.5,2.625,4,2.3,3.1666666666666665,0,2,16,4,9,0,0,0,6,2.6666666666666665,2,5,3.2,3,2,1,3,8,3.0,0,4,13,12,10
