truth_table,bias,influence_0,influence_1,influence_2,influence_3,fourier_energy_degree_0,fourier_energy_degree_1,fourier_energy_degree_2,fourier_energy_degree_3,fourier_energy_degree_4,algebraic_degree,input_symmetries,anf_terms_degree_0,fourier_l1_degree_0,fourier_negative_degree_0,fourier_zero_degree_0,anf_terms_degree_1,fourier_l1_degree_1,fourier_negative_degree_1,fourier_zero_degree_1,anf_terms_degree_2,fourier_l1_degree_2,fourier_negative_degree_2,fourier_zero_degree_2,anf_terms_degree_3,fourier_l1_degree_3,fourier_negative_degree_3,fourier_zero_degree_3,anf_terms_degree_4,fourier_l1_degree_4,fourier_negative_degree_4,fourier_zero_degree_4,sensitivity_variance,maximum_local_sensitivity,zero_conditional_sensitivity,one_conditional_sensitivity,khrapchenko_product,order_2_derivative_std,order_2_derivative_max,order_3_derivative_std,order_3_derivative_max,mean_certificate_size,maximum_certificate_size,mean_certificate_size_output_0,mean_certificate_size_output_1,constant_faces_codimension_1,constant_faces_codimension_2,constant_faces_codimension_3,decision_tree_depth,decision_tree_leaf_count,and_factorable_partitions,or_factorable_partitions,xor_factorable_partitions,prime_0_count,prime_0_mean_literals,prime_0_minimum_literals,prime_1_count,prime_1_mean_literals,prime_1_minimum_literals,one_region_components,zero_region_components,total_monochromatic_components,maximum_absolute_walsh,fourier_entropy,canalizing_variable_count,cofactor_orbit_diversity,target_NAND,target_NOR,target_AND_OR_NOT
33227,-2,6,6,10,10,4,48,152,48,4,4,1,1,2,1,0,2,12,2,0,2,24,2,0,3,12,2,0,1,2,0,0,0.5,3,1.7777777777777777,2.2857142857142856,4.063492063492063,0.171796067734,0.875,0.279508497187,0.875,2.75,3,2.5555555555555554,3.0,0,1,16,4,8,0,0,0,7,2.857142857142857,2,6,3.0,3,1,1,2,10,2.848681565885773,0,8,13,11,11
33228,-4,4,4,8,12,16,80,112,48,0,3,2,0,4,1,0,2,12,1,2,2,20,1,2,3,12,3,1,0,0,0,1,0.6875,4,1.4,2.3333333333333335,3.2666666666666666,0.171796067734,0.75,0.0,0.5,2.375,4,2.3,2.5,0,4,18,4,8,0,0,0,7,2.5714285714285716,2,3,3.0,2,2,1,3,8,3.0,0,6,12,11,9
33229,-2,6,6,6,10,4,80,152,16,4,4,2,1,2,1,0,2,16,1,0,4,28,1,0,1,8,3,0,1,2,0,0,0.4375,3,1.5555555555555556,2.0,3.111111111111111,0.093169499062,0.625,0.108253175473,0.625,2.375,3,2.3333333333333335,2.4285714285714284,0,3,18,4,7,0,0,0,6,2.6666666666666665,2,4,2.75,2,1,1,2,6,3.325375780033049,0,6,11,10,8
33230,-2,6,6,10,10,4,80,88,80,4,4,1,0,2,1,0,3,16,2,0,3,20,2,0,2,16,4,0,1,2,1,0,0.75,4,1.7777777777777777,2.2857142857142856,4.063492063492063,0.117851130198,0.625,0.125,0.625,2.5625,4,2.5555555555555554,2.5714285714285716,0,2,16,4,9,0,0,0,7,2.857142857142857,2,4,3.0,2,2,1,3,6,3.325375780033049,0,8,13,11,10
33231,0,4,8,8,8,0,96,128,32,0,3,1,1,0,0,1,1,16,1,1,3,24,1,1,2,8,2,2,0,0,0,1,0.4375,3,1.75,1.75,3.0625,0.117851130198,0.75,0.207289049397,0.75,2.375,3,2.5,2.25,0,3,18,3,8,0,0,0,6,2.8333333333333335,2,4,2.5,2,1,1,2,8,3.0,0,8,10,10,8
33232,-6,6,6,6,10,36,48,120,48,4,4,1,0,6,1,0,2,12,2,0,3,24,2,0,3,12,4,0,1,2,1,0,0.9375,4,1.2727272727272727,2.8,3.5636363636363635,0.125,0.625,0.108253175473,0.625,2.5,4,2.1818181818181817,3.2,0,4,18,4,8,0,0,0,7,2.4285714285714284,2,4,3.25,3,2,1,3,6,3.325375780033049,0,7,13,10,9
33233,-4,4,8,8,8,16,48,176,16,0,3,1,1,4,1,0,2,12,1,1,3,28,1,1,1,4,1,3,0,0,0,1,0.4375,3,1.4,2.3333333333333335,3.2666666666666666,0.117851130198,0.75,0.176776695297,0.75,2.5,3,2.2,3.0,0,3,18,3,7,0,0,0,6,2.5,2,5,3.0,3,1,1,2,8,3.0,0,7,11,9,8
33234,-4,8,8,8,12,16,32,96,96,16,3,1,0,4,1,0,3,8,1,2,2,16,1,3,2,16,3,1,0,4,1,0,0.9375,4,1.8,3.0,5.4,0.144337567297,0.75,0.207289049397,0.75,2.875,4,2.6,3.3333333333333335,0,1,14,4,9,0,0,0,8,2.875,2,5,3.4,3,3,1,4,8,3.0,0,8,18,13,12
33235,-2,6,6,10,10,4,48,152,48,4,4,1,1,2,1,0,1,12,1,0,4,24,1,0,2,12,3,0,1,2,1,0,0.5,3,1.7777777777777777,2.2857142857142856,4.063492063492063,0.171796067734,0.875,0.279508497187,0.875,2.75,3,2.5555555555555554,3.0,0,1,16,4,8,0,0,0,7,2.857142857142857,2,6,3.0,3,1,1,2,10,2.848681565885773,0,8,14,12,10
33236,-4,8,8,8,8,16,64,96,64,16,2,2,0,4,1,0,3,16,2,0,4,24,2,0,0,16,4,0,0,4,1,0,1.0,4,1.6,2.6666666666666665,4.266666666666667,0.0,0.5,0.0,0.5,2.6875,4,2.4,3.1666666666666665,0,2,16,4,9,0,0,0,7,2.7142857142857144,2,5,3.2,3,2,1,3,4,4.0,0,6,15,11,10
33237,-2,6,6,6,10,4,80,152,16,4,4,2,1,2,1,0,1,16,2,0,2,28,2,0,4,8,4,0,1,2,1,0,0.4375,3,1.5555555555555556,2.0,3.111111111111111,0.093169499062,0.625,0.108253175473,0.625,2.375,3,2.3333333333333335,2.4285714285714284,0,3,18,4,7,0,0,0,6,2.6666666666666665,2,4,2.75,2,1,1,2,6,3.325375780033049,0,6,10,10,7
33238,-2,10,10,10,10,4,48,56,112,36,4,2,0,2,1,0,4,12,2,0,1,16,2,0,3,20,4,0,1,6,1,0,1.0,4,2.2222222222222223,2.857142857142857,6.34920634920635,0.117851130198,0.625,0.125,0.625,3.1875,4,3.111111111111111,3.2857142857142856,0,0,12,4,11,0,0,0,9,3.111111111111111,3,6,3.3333333333333335,3,3,2,5,6,3.325375780033049,0,6,20,15,13
33239,0,8,8,8,8,0,80,112,48,16,3,2,1,0,0,1,0,12,0,2,5,20,0,2,1,12,3,1,0,4,1,0,0.75,3,2.0,2.0,4.0,0.171796067734,0.75,0.207289049397,0.75,2.75,3,3.0,2.5,0,1,16,4,9,0,0,0,8,3.0,3,5,2.8,2,1,1,2,8,3.0,0,6,12,13,9
33240,-4,8,8,8,8,16,48,112,80,0,3,1,0,4,1,0,2,12,2,1,4,20,2,2,1,12,2,2,0,0,0,1,0.75,4,1.6,2.6666666666666665,4.266666666666667,0.171796067734,0.75,0.207289049397,0.75,2.8125,4,2.6,3.1666666666666665,0,1,16,4,9,0,0,0,9,2.888888888888889,2,5,3.2,3,2,1,3,8,3.0,0,8,15,12,11
33241,-2,6,6,10,10,4,48,152,48,4,4,1,1,2,1,0,2,12,2,0,2,24,2,0,3,12,2,0,1,2,0,0,0.5,3,1.7777777777777777,2.2857142857142856,4.063492063492063,0.171796067734,0.875,0.279508497187,0.875,2.75,3,2.5555555555555554,3.0,0,1,16,4,8,0,0,0,7,2.857142857142857,2,6,3.0,3,1,1,2,10,2.848681565885773,0,8,13,11,11
33242,-2,6,10,10,10,4,48,88,112,4,4,2,0,2,1,0,3,12,3,0,1,20,4,0,4,16,4,0,1,2,1,0,0.6875,4,2.0,2.5714285714285716,5.142857142857143,0.186338998125,0.875,0.272431183971,0.875,3.0625,4,3.0,3.142857142857143,0,0,14,4,9,0,0,0,9,3.0,3,6,3.1666666666666665,3,2,1,3,10,2.848681565885773,0,6,16,14,12
33243,0,8,8,8,8,0,64,128,64,0,2,2,1,0,0,1,1,8,0,3,5,16,0,4,0,8,1,3,0,0,0,1,0.5,3,2.0,2.0,4.0,0.186338998125,1.0,0.353553390593,1.0,3.0,3,3.0,3.0,0,0,16,3,8,0,0,0,8,3.0,3,8,3.0,3,1,1,2,8,2.0,0,6,14,14,12
33244,-2,6,6,10,10,4,80,88,80,4,4,1,0,2,1,0,3,16,2,0,3,20,2,0,2,16,4,0,1,2,1,0,0.75,4,1.7777777777777777,2.2857142857142856,4.063492063492063,0.117851130198,0.625,0.125,0.625,2.5625,4,2.5555555555555554,2.5714285714285716,0,2,16,4,9,0,0,0,7,2.857142857142857,2,4,3.0,2,2,1,3,6,3.325375780033049,0,8,13,11,10
33245,0,4,8,8,8,0,96,128,32,0,3,1,1,0,0,1,1,16,1,1,3,24,1,1,2,8,2,2,0,0,0,1,0.4375,3,1.75,1.75,3.0625,0.117851130198,0.75,0.207289049397,0.75,2.375,3,2.5,2.25,0,3,18,3,8,0,0,0,6,2.8333333333333335,2,4,2.5,2,1,1,2,8,3.0,0,8,10,10,8
33246,0,8,8,8,12,0,80,48,112,16,3,2,0,0,0,1,4,12,1,2,2,12,1,3,1,20,4,0,0,4,1,0,0.9375,4,2.25,2.25,5.0625,0.144337567297,0.75,0.176776695297,0.75,2.875,4,3.125,2.625,0,1,14,4,10,0,0,0,8,3.125,3,5,3.0,2,2,2,4,8,3.0,0,6,16,15,13
33247,2,6,6,6,10,4,112,88,48,4,4,2,1,2,0,0,0,16,1,0,4,20,1,0,3,12,4,0,1,2,1,0,0.6875,3,2.0,1.5555555555555556,3.111111111111111,0.186338998125,0.875,0.272431183971,0.875,2.5625,3,3.0,2.2222222222222223,0,3,18,4,8,0,0,0,7,3.0,3,5,2.4,2,1,1,2,10,2.848681565885773,0,6,12,13,9
33248,-6,6,6,6,10,36,48,120,48,4,4,2,0,6,1,0,1,12,3,0,5,24,3,0,2,12,3,0,1,2,0,0,0.9375,4,1.2727272727272727,2.8,3.5636363636363635,0.125,0.625,0.108253175473,0.625,2.625,4,2.3636363636363638,3.2,0,3,18,4,10,0,0,0,9,2.6666666666666665,2,4,3.25,3,2,1,3,6,3.325375780033049,0,6,14,12,11
33249,-4,4,8,8,12,16,32,160,32,16,3,2,1,4,1,0,3,8,1,2,1,24,1,2,2,8,1,2,0,4,0,0,0.75,3,1.6,2.6666666666666665,4.266666666666667,0.093169499062,0.75,0.176776695297,0.75,2.625,3,2.4,3.0,0,2,16,4,9,0,0,0,7,2.7142857142857144,2,4,3.0,3,2,1,3,8,3.0,0,6,14,11,10
33250,-4,8,8,8,8,16,48,112,80,0,3,1,0,4,1,0,2,12,2,1,4,20,2,2,1,12,2,2,0,0,0,1,0.75,4,1.6,2.6666666666666665,4.266666666666667,0.171796067734,0.75,0.207289049397,0.75,2.8125,4,2.6,3.1666666666666665,0,1,16,4,9,0,0,0,9,2.888888888888889,2,5,3.2,3,2,1,3,8,3.0,0,8,15,12,11
33251,-2,6,6,10,10,4,48,152,48,4,4,1,1,2,1,0,2,12,2,0,2,24,2,0,3,12,2,0,1,2,0,0,0.5,3,1.7777777777777777,2.2857142857142856,4.063492063492063,0.171796067734,0.875,0.279508497187,0.875,2.75,3,2.5555555555555554,3.0,0,1,16,4,8,0,0,0,7,2.857142857142857,2,6,3.0,3,1,1,2,10,2.848681565885773,0,8,13,11,11
33252,-4,8,8,8,8,16,48,112,80,0,3,1,0,4,1,0,2,12,2,1,4,20,2,2,1,12,2,2,0,0,0,1,0.75,4,1.6,2.6666666666666665,4.266666666666667,0.171796067734,0.75,0.207289049397,0.75,2.8125,4,2.6,3.1666666666666665,0,1,16,4,9,0,0,0,9,2.888888888888889,2,5,3.2,3,2,1,3,8,3.0,0,8,15,12,11
33253,-2,6,6,10,10,4,48,152,48,4,4,1,1,2,1,0,2,12,2,0,2,24,2,0,3,12,2,0,1,2,0,0,0.5,3,1.7777777777777777,2.2857142857142856,4.063492063492063,0.171796067734,0.875,0.279508497187,0.875,2.75,3,2.5555555555555554,3.0,0,1,16,4,8,0,0,0,7,2.857142857142857,2,6,3.0,3,1,1,2,10,2.848681565885773,0,8,13,11,11
33254,-2,6,10,10,10,4,48,88,112,4,4,2,0,2,1,0,3,12,3,0,1,20,4,0,4,16,4,0,1,2,1,0,0.6875,4,2.0,2.5714285714285716,5.142857142857143,0.186338998125,0.875,0.272431183971,0.875,3.0625,4,3.0,3.142857142857143,0,0,14,4,9,0,0,0,9,3.0,3,6,3.1666666666666665,3,2,1,3,10,2.848681565885773,0,6,16,14,12
33255,0,8,8,8,8,0,64,128,64,0,2,2,1,0,0,1,1,8,0,3,5,16,0,4,0,8,1,3,0,0,0,1,0.5,3,2.0,2.0,4.0,0.186338998125,1.0,0.353553390593,1.0,3.0,3,3.0,3.0,0,0,16,3,8,0,0,0,8,3.0,3,8,3.0,3,1,1,2,8,2.0,0,6,14,14,12
33256,-4,8,8,8,8,16,64,96,64,16,2,6,0,4,1,0,1,16,3,0,6,24,3,0,0,16,3,0,0,4,0,0,1.0,4,1.6,2.6666666666666665,4.266666666666667,0.0,0.5,0.0,0.5,3.0625,4,3.0,3.1666666666666665,0,0,16,4,12,0,0,0,12,3.0,3,5,3.2,3,2,1,3,4,4.0,0,4,16,16,13
33257,-2,6,10,10,10,4,48,120,48,36,4,6,1,2,1,0,3,12,3,0,0,24,3,0,4,12,3,0,1,6,0,0,0.9375,3,2.0,2.5714285714285716,5.142857142857143,0.125,0.625,0.108253175473,0.625,3.0,3,3.0,3.0,0,0,14,4,11,0,0,0,9,3.0,3,5,3.0,3,2,1,3,6,3.325375780033049,0,4,16,15,13
33258,-2,6,6,10,10,4,80,88,80,4,4,2,0,2,1,0,2,16,3,0,3,20,3,0,3,16,3,0,1,2,0,0,0.75,4,1.7777777777777777,2.2857142857142856,4.063492063492063,0.117851130198,0.625,0.125,0.625,2.8125,4,3.0,2.5714285714285716,0,1,16,4,10,0,0,0,10,3.0,3,4,3.0,2,2,1,3,6,3.325375780033049,0,6,13,15,11
33259,0,8,8,8,8,0,80,112,48,16,3,2,1,0,0,1,2,12,1,2,3,20,1,2,1,12,2,1,0,4,0,0,0.75,3,2.0,2.0,4.0,0.171796067734,0.75,0.207289049397,0.75,2.75,3,3.0,2.5,0,1,16,4,9,0,0,0,8,3.0,3,5,2.8,2,1,1,2,8,3.0,0,6,13,14,11
33260,-2,6,6,10,10,4,80,88,80,4,4,2,0,2,1,0,2,16,3,0,3,20,3,0,3,16,3,0,1,2,0,0,0.75,4,1.7777777777777777,2.2857142857142856,4.063492063492063,0.117851130198,0.625,0.125,0.625,2.8125,4,3.0,2.5714285714285716,0,1,16,4,10,0,0,0,10,3.0,3,4,3.0,2,2,1,3,6,3.325375780033049,0,6,13,15,11
33261,0,8,8,8,8,0,80,112,48,16,3,2,1,0,0,1,2,12,1,2,3,20,1,2,1,12,2,1,0,4,0,0,0.75,3,2.0,2.0,4.0,0.171796067734,0.75,0.207289049397,0.75,2.75,3,3.0,2.5,0,1,16,4,9,0,0,0,8,3.0,3,5,2.8,2,1,1,2,8,3.0,0,6,13,14,11
33262,0,4,8,8,12,0,96,64,96,0,3,2,0,0,0,1,3,16,2,1,2,16,2,2,2,16,3,1,0,0,0,1,0.75,4,2.0,2.0,4.0,0.093169499062,0.75,0.176776695297,0.75,2.6875,4,3.0,2.375,0,2,16,4,9,0,0,0,8,3.0,3,4,2.75,2,2,1,3,8,3.0,0,6,13,14,10
33263,2,6,6,6,10,4,112,88,48,4,4,2,1,2,0,0,1,16,2,0,4,20,2,0,2,12,3,0,1,2,0,0,0.6875,3,2.0,1.5555555555555556,3.111111111111111,0.186338998125,0.875,0.272431183971,0.875,2.5625,3,3.0,2.2222222222222223,0,3,18,4,8,0,0,0,7,3.0,3,5,2.4,2,1,1,2,10,2.848681565885773,0,6,11,14,10
33264,-4,4,4,8,12,16,80,112,48,0,3,2,0,4,1,0,2,12,1,2,2,20,1,2,3,12,3,1,0,0,0,1,0.6875,4,1.4,2.3333333333333335,3.2666666666666666,0.171796067734,0.75,0.0,0.5,2.375,4,2.3,2.5,0,4,18,4,8,0,0,0,7,2.5714285714285716,2,3,3.0,2,2,1,3,8,3.0,0,6,12,11,9
33265,-2,6,6,6,10,4,80,152,16,4,4,2,1,2,1,0,2,16,1,0,4,28,1,0,1,8,3,0,1,2,0,0,0.4375,3,1.5555555555555556,2.0,3.111111111111111,0.093169499062,0.625,0.108253175473,0.625,2.375,3,2.3333333333333335,2.4285714285714284,0,3,18,4,7,0,0,0,6,2.6666666666666665,2,4,2.75,2,1,1,2,6,3.325375780033049,0,6,11,10,8
33266,-2,6,6,10,10,4,80,88,80,4,4,1,0,2,1,0,3,16,2,0,3,20,2,0,2,16,4,0,1,2,1,0,0.75,4,1.7777777777777777,2.2857142857142856,4.063492063492063,0.117851130198,0.625,0.125,0.625,2.5625,4,2.5555555555555554,2.5714285714285716,0,2,16,4,9,0,0,0,7,2.857142857142857,2,4,3.0,2,2,1,3,6,3.325375780033049,0,8,13,11,10
33267,0,4,8,8,8,0,96,128,32,0,3,1,1,0,0,1,1,16,1,1,3,24,1,1,2,8,2,2,0,0,0,1,0.4375,3,1.75,1.75,3.0625,0.117851130198,0.75,0.207289049397,0.75,2.375,3,2.5,2.25,0,3,18,3,8,0,0,0,6,2.8333333333333335,2,4,2.5,2,1,1,2,8,3.0,0,8,10,10,8
33268,-2,6,6,10,10,4,80,88,80,4,4,1,0,2,1,0,3,16,2,0,3,20,2,0,2,16,4,0,1,2,1,0,0.75,4,1.7777777777777777,2.2857142857142856,4.063492063492063,0.117851130198,0.625,0.125,0.625,2.5625,4,2.5555555555555554,2.5714285714285716,0,2,16,4,9,0,0,0,7,2.857142857142857,2,4,3.0,2,2,1,3,6,3.325375780033049,0,8,13,11,10
33269,0,4,8,8,8,0,96,128,32,0,3,1,1,0,0,1,1,16,1,1,3,24,1,1,2,8,2,2,0,0,0,1,0.4375,3,1.75,1.75,3.0625,0.117851130198,0.75,0.207289049397,0.75,2.375,3,2.5,2.25,0,3,18,3,8,0,0,0,6,2.8333333333333335,2,4,2.5,2,1,1,2,8,3.0,0,8,10,10,8
33270,0,8,8,8,12,0,80,48,112,16,3,2,0,0,0,1,4,12,1,2,2,12,1,3,1,20,4,0,0,4,1,0,0.9375,4,2.25,2.25,5.0625,0.144337567297,0.75,0.176776695297,0.75,2.875,4,3.125,2.625,0,1,14,4,10,0,0,0,8,3.125,3,5,3.0,2,2,2,4,8,3.0,0,6,16,15,13
33271,2,6,6,6,10,4,112,88,48,4,4,2,1,2,0,0,0,16,1,0,4,20,1,0,3,12,4,0,1,2,1,0,0.6875,3,2.0,1.5555555555555556,3.111111111111111,0.186338998125,0.875,0.272431183971,0.875,2.5625,3,3.0,2.2222222222222223,0,3,18,4,8,0,0,0,7,3.0,3,5,2.4,2,1,1,2,10,2.848681565885773,0,6,12,13,9
33272,-2,6,6,10,10,4,80,88,80,4,4,2,0,2,1,0,2,16,3,0,3,20,3,0,3,16,3,0,1,2,0,0,0.75,4,1.7777777777777777,2.2857142857142856,4.063492063492063,0.117851130198,0.625,0.125,0.625,2.8125,4,3.0,2.5714285714285716,0,1,16,4,10,0,0,0,10,3.0,3,4,3.0,2,2,1,3,6,3.325375780033049,0,6,13,15,11
33273,0,8,8,8,8,0,80,112,48,16,3,2,1,0,0,1,2,12,1,2,3,20,1,2,1,12,2,1,0,4,0,0,0.75,3,2.0,2.0,4.0,0.171796067734,0.75,0.207289049397,0.75,2.75,3,3.0,2.5,0,1,16,4,9,0,0,0,8,3.0,3,5,2.8,2,1,1,2,8,3.0,0,6,13,14,11
33274,0,4,8,8,12,0,96,64,96,0,3,2,0,0,0,1,3,16,2,1,2,16,2,2,2,16,3,1,0,0,0,1,0.75,4,2.0,2.0,4.0,0.093169499062,0.75,0.176776695297,0.75,2.6875,4,3.0,2.375,0,2,16,4,9,0,0,0,8,3.0,3,4,2.75,2,2,1,3,8,3.0,0,6,13,14,10
33275,2,6,6,6,10,4,112,88,48,4,4,2,1,2,0,0,1,16,2,0,4,20,2,0,2,12,3,0,1,2,0,0,0.6875,3,2.0,1.5555555555555556,3.111111111111111,0.186338998125,0.875,0.272431183971,0.875,2.5625,3,3.0,2.2222222222222223,0,3,18,4,8,0,0,0,7,3.0,3,5,2.4,2,1,1,2,10,2.848681565885773,0,6,11,14,10
33276,0,4,8,8,12,0,96,64,96,0,3,2,0,0,0,1,3,16,2,1,2,16,2,2,2,16,3,1,0,0,0,1,0.75,4,2.0,2.0,4.0,0.093169499062,0.75,0.176776695297,0.75,2.6875,4,3.0,2.375,0,2,16,4,9,0,0,0,8,3.0,3,4,2.75,2,2,1,3,8,3.0,0,6,13,14,10
33277,2,6,6,6,10,4,112,88,48,4,4,2,1,2,0,0,1,16,2,0,4,20,2,0,2,12,3,0,1,2,0,0,0.6875,3,2.0,1.5555555555555556,3.111111111111111,0.186338998125,0.875,0.272431183971,0.875,2.5625,3,3.0,2.2222222222222223,0,3,18,4,8,0,0,0,7,3.0,3,5,2.4,2,1,1,2,10,2.848681565885773,0,6,11,14,10
33278,2,6,6,6,14,4,112,24,112,4,4,6,0,2,0,0,4,16,3,0,3,12,3,0,1,20,4,0,1,2,1,0,1.0,4,2.2857142857142856,1.7777777777777777,4.063492063492063,0.125,0.625,0.216506350946,0.625,2.6875,4,3.142857142857143,2.3333333333333335,0,3,16,4,10,0,0,0,7,3.142857142857143,3,5,2.6,2,2,2,4,10,2.848681565885773,0,4,14,15,11
33279,4,4,4,4,12,16,144,48,48,0,3,6,1,4,0,0,0,12,0,3,3,12,0,3,3,12,3,1,0,0,0,1,0.75,3,2.0,1.2,2.4,0.25,0.75,0.324759526419,0.75,2.0,3,3.0,1.4,1,6,20,4,7,0,1,0,6,3.0,3,3,2.3333333333333335,1,1,1,2,12,2.216917186688699,1,4,9,13,7
33280,-12,4,4,4,4,144,32,32,32,16,3,4,0,12,1,0,0,8,2,2,1,8,0,4,2,8,2,2,0,4,0,0,1.75,4,0.5714285714285714,4.0,2.2857142857142856,0.093169499062,0.25,0.0,0.25,1.5,4,1.1428571428571428,4.0,2,13,24,4,6,3,0,0,4,1.5,1,2,4.0,4,2,1,3,12,2.216917186688699,2,4,11,11,6
33281,-10,6,6,6,6,100,16,88,16,36,4,4,1,10,1,0,4,8,2,0,5,20,0,0,2,8,2,0,1,6,0,0,2.0,4,0.9230769230769231,4.0,3.6923076923076925,0.117851130198,0.375,0.0,0.375,2.375,4,2.0,4.0,0,8,20,4,9,0,0,0,8,2.0,2,3,4.0,4,3,1,4,10,2.848681565885773,0,4,15,12,10
33282,-10,2,6,6,6,100,48,56,48,4,4,2,0,10,1,0,1,12,2,0,2,16,2,0,1,12,4,0,1,2,0,0,1.4375,4,0.7692307692307693,3.3333333333333335,2.5641025641025643,0.093169499062,0.375,0.108253175473,0.375,1.75,4,1.3846153846153846,3.3333333333333335,1,10,22,4,6,1,0,0,5,1.8,1,2,3.5,3,2,1,3,10,2.848681565885773,1,6,10,11,6
33283,-8,4,4,8,8,64,48,112,16,16,3,2,1,8,1,0,3,12,1,1,4,20,0,2,3,4,1,3,0,4,0,0,1.25,4,1.0,3.0,3.0,0.117851130198,0.5,0.108253175473,0.5,2.3125,4,2.0,3.25,0,7,20,4,8,0,0,0,7,2.0,2,3,3.3333333333333335,3,2,1,3,8,3.0,0,6,12,11,8
33284,-10,6,6,6,6,100,16,56,80,4,4,2,0,10,1,0,1,8,3,0,4,16,2,0,3,16,3,0,1,2,0,0,1.75,4,0.9230769230769231,4.0,3.6923076923076925,0.093169499062,0.375,0.125,0.375,2.4375,4,2.076923076923077,4.0,0,7,20,4,9,0,0,0,9,2.2222222222222223,2,3,4.0,4,3,1,4,10,2.848681565885773,0,6,14,13,11
33285,-8,4,8,8,8,64,16,112,48,16,3,2,1,8,1,0,3,4,0,3,2,20,0,2,1,12,2,1,0,4,0,0,1.4375,4,1.1666666666666667,3.5,4.083333333333334,0.117851130198,0.5,0.125,0.5,2.4375,4,2.0833333333333335,3.5,0,5,18,4,8,0,0,0,7,2.2857142857142856,2,3,3.6666666666666665,3,3,1,4,8,3.0,0,6,14,12,10
33286,-8,4,8,8,8,64,32,64,96,0,3,1,0,8,1,0,2,8,1,2,3,16,1,2,2,16,3,1,0,0,0,1,1.4375,4,1.1666666666666667,3.5,4.083333333333334,0.117851130198,0.5,0.108253175473,0.5,2.5,4,2.1666666666666665,3.5,0,5,18,4,9,0,0,0,8,2.375,2,3,3.6666666666666665,3,3,1,4,8,3.0,0,8,14,13,10
33287,-6,6,6,6,10,36,48,120,48,4,4,1,1,6,1,0,2,12,1,0,3,24,1,0,2,12,3,0,1,2,0,0,0.9375,4,1.2727272727272727,2.8,3.5636363636363635,0.125,0.625,0.108253175473,0.625,2.5,4,2.1818181818181817,3.2,0,4,18,4,8,0,0,0,7,2.4285714285714284,2,4,3.25,3,2,1,3,6,3.325375780033049,0,8,12,12,9
33288,-10,6,6,6,6,100,48,24,48,36,4,2,0,10,1,0,0,12,3,0,2,12,2,0,2,12,3,0,1,6,0,0,2.25,4,0.9230769230769231,4.0,3.6923076923076925,0.125,0.375,0.0,0.375,1.9375,4,1.4615384615384615,4.0,1,9,20,4,8,1,0,0,5,2.0,1,3,4.0,4,3,1,4,10,2.848681565885773,1,6,13,14,9
33289,-8,8,8,8,8,64,32,64,32,64,3,2,1,8,1,0,4,8,1,2,4,16,0,2,2,8,1,2,0,8,0,0,2.25,4,1.3333333333333333,4.0,5.333333333333333,0.093169499062,0.5,0.0,0.5,2.625,4,2.1666666666666665,4.0,0,5,16,4,10,0,0,0,7,2.2857142857142856,2,4,4.0,4,4,1,5,8,3.0,0,6,18,15,13
33290,-8,4,4,8,8,64,80,48,48,16,3,2,0,8,1,0,1,12,1,2,1,12,1,3,1,12,3,1,0,4,0,0,1.5,4,1.0,3.0,3.0,0.125,0.5,0.108253175473,0.5,1.875,4,1.4166666666666667,3.25,1,8,20,4,7,1,0,0,4,2.0,1,3,3.3333333333333335,3,2,1,3,8,3.0,1,6,10,11,7
33291,-6,6,6,6,10,36,80,88,16,36,4,2,1,6,1,0,3,16,1,0,5,20,1,0,3,8,3,0,1,6,0,0,1.4375,4,1.2727272727272727,2.8,3.5636363636363635,0.093169499062,0.625,0.108253175473,0.625,2.4375,4,2.090909090909091,3.2,0,5,18,4,9,0,0,0,6,2.1666666666666665,2,4,3.25,3,2,1,3,6,3.325375780033049,0,6,14,12,10
33292,-8,4,8,8,8,64,48,48,80,16,3,1,0,8,1,0,1,12,2,1,3,12,1,3,3,12,2,2,0,4,0,0,1.6875,4,1.1666666666666667,3.5,4.083333333333334,0.125,0.5,0.125,0.5,2.4375,4,2.0833333333333335,3.5,0,6,18,4,8,0,0,0,7,2.142857142857143,2,3,3.6666666666666665,3,3,1,4,8,3.0,0,8,13,13,10
33293,-6,6,6,10,10,36,48,88,48,36,4,1,1,6,1,0,3,12,2,0,3,20,1,0,1,12,2,0,1,6,0,0,1.5,4,1.4545454545454546,3.2,4.654545454545455,0.093169499062,0.625,0.125,0.625,2.5625,4,2.1818181818181817,3.4,0,4,16,4,9,0,0,0,6,2.3333333333333335,2,4,3.5,3,3,1,4,6,3.325375780033049,0,8,16,14,12
33294,-6,6,6,6,10,36,80,56,80,4,4,1,0,6,1,0,2,16,2,0,4,16,3,0,2,16,4,0,1,2,0,0,1.1875,4,1.2727272727272727,2.8,3.5636363636363635,0.117851130198,0.625,0.108253175473,0.625,2.4375,4,2.090909090909091,3.2,0,5,18,4,8,0,0,0,6,2.1666666666666665,2,4,3.25,3,2,1,3,6,3.325375780033049,0,8,12,13,9
33295,-4,4,4,8,12,16,96,96,32,16,3,1,1,4,1,0,2,16,1,1,2,16,0,3,2,8,2,2,0,4,0,0,0.9375,4,1.4,2.3333333333333335,3.2666666666666666,0.144337567297,0.75,0.108253175473,0.75,2.25,4,2.1,2.5,0,5,18,4,7,0,0,0,5,2.2,2,3,3.0,2,2,1,3,8,3.0,0,8,10,12,9
