language,contact,truth_table,truth_table_hex,phase_permutation_orbit_hex,anf,minimum_gates,khrapchenko_product,decision_tree_leaves,lower,upper,active_upper_source,cover_cost_k_plus_1,cover_construction,tied_cover_constructions,cover_cubes_01_dash
AND_OR_NOT,upper,64752,0xfcf0,0x003f,x2 + x1*x3 + x1*x2*x3,2,1.6666666666666667,4,1.6666666666666667,3.0,exact prime cover,3,DNF(f),DNF(f),--1- -1-1
AND_OR_NOT,upper,64762,0xfcfa,0x001b,x0 + x2 + x0*x2 + x0*x3 + x1*x3 + x0*x2*x3 + x1*x2*x3,5,2.083333333333333,5,2.083333333333333,6.0,exact prime cover,6,DNF(f),DNF(f),1--0 --1- -1-1
AND_OR_NOT,upper,64764,0xfcfc,0x000f,x1 + x2 + x1*x2,1,1.3333333333333333,3,1.3333333333333333,2.0,exact prime cover,2,CNF(f),DNF(f);CNF(f),-00-
AND_OR_NOT,upper,64766,0xfcfe,0x000b,x0 + x1 + x0*x1 + x2 + x0*x2 + x1*x2 + x0*x1*x2 + x0*x3 + x0*x1*x3 + x0*x2*x3 + x0*x1*x2*x3,4,1.641025641025641,5,1.641025641025641,5.0,exact prime cover,5,DNF(f),DNF(f),1--0 -1-- --1-
AND_OR_NOT,upper,64767,0xfcff,0x000a,1 + x3 + x1*x3 + x2*x3 + x1*x2*x3,3,1.2857142857142856,4,1.2857142857142856,4.0,exact prime cover,4,CNF(f),DNF(f);CNF(f),-001
AND_OR_NOT,upper,64768,0xfd00,0x02ff,x3 + x0*x3 + x0*x1*x3 + x0*x2*x3 + x0*x1*x2*x3,4,1.5873015873015874,5,1.5873015873015874,5.0,exact prime cover,5,CNF(f),CNF(f),---0 100-
AND_OR_NOT,upper,64781,0xfd0d,0x02ce,1 + x0 + x0*x1 + x2 + x0*x2 + x0*x1*x2 + x2*x3,6,2.4,5,2.4,7.0,exact prime cover,7,CNF(f),CNF(f),100- --10
AND_OR_NOT,upper,64817,0xfd31,0x02ce,1 + x0 + x1 + x0*x1 + x0*x2 + x0*x1*x2 + x1*x3,6,2.4,5,2.4,7.0,exact prime cover,7,CNF(f),CNF(f),100- -1-0
AND_OR_NOT,upper,64861,0xfd5d,0x028a,1 + x0 + x0*x1 + x0*x1*x2 + x0*x2*x3,6,2.083333333333333,5,2.083333333333333,7.0,exact prime cover,7,DNF(f),DNF(f),0--- -10- --11
AND_OR_NOT,upper,64885,0xfd75,0x028a,1 + x0 + x0*x2 + x0*x1*x2 + x0*x1*x3,6,2.083333333333333,5,2.083333333333333,7.0,exact prime cover,7,DNF(f),DNF(f),0--- -01- -1-1
AND_OR_NOT,upper,64936,0xfda8,0x0257,x0*x1 + x0*x2 + x0*x1*x2 + x3 + x0*x3,5,2.4,5,2.4,6.0,exact prime cover,6,CNF(f),CNF(f),0--0 100-
AND_OR_NOT,upper,64940,0xfdac,0x0247,x1 + x0*x2 + x1*x2 + x3 + x0*x3 + x1*x3 + x0*x1*x3 + x1*x2*x3 + x0*x1*x2*x3,7,2.6181818181818177,7,2.6181818181818177,8.0,exact prime cover,8,DNF(f),DNF(f),-10- 1-1- 0--1
AND_OR_NOT,upper,64952,0xfdb8,0x0247,x0*x1 + x2 + x1*x2 + x3 + x0*x3 + x2*x3 + x0*x2*x3 + x1*x2*x3 + x0*x1*x2*x3,7,2.6181818181818177,7,2.6181818181818177,8.0,exact prime cover,8,DNF(f),DNF(f),11-- -01- 0--1
AND_OR_NOT,upper,64989,0xfddd,0x002a,1 + x0 + x0*x1 + x0*x2*x3 + x0*x1*x2*x3,4,1.641025641025641,5,1.641025641025641,5.0,exact prime cover,5,DNF(f),DNF(f),0--- -1-- --11
AND_OR_NOT,upper,65004,0xfdec,0x001b,x1 + x0*x2 + x0*x1*x2 + x3 + x0*x3 + x1*x3 + x0*x1*x3,5,2.083333333333333,5,2.083333333333333,6.0,exact prime cover,6,DNF(f),DNF(f),-1-- 1-1- 0--1
AND_OR_NOT,upper,65013,0xfdf5,0x002a,1 + x0 + x0*x2 + x0*x1*x3 + x0*x1*x2*x3,4,1.641025641025641,5,1.641025641025641,5.0,exact prime cover,5,DNF(f),DNF(f),0--- --1- -1-1
AND_OR_NOT,upper,65016,0xfdf8,0x001b,x0*x1 + x2 + x0*x1*x2 + x3 + x0*x3 + x2*x3 + x0*x2*x3,5,2.083333333333333,5,2.083333333333333,6.0,exact prime cover,6,DNF(f),DNF(f),11-- --1- 0--1
AND_OR_NOT,upper,65020,0xfdfc,0x000b,x1 + x2 + x1*x2 + x3 + x0*x3 + x1*x3 + x0*x1*x3 + x2*x3 + x0*x2*x3 + x1*x2*x3 + x0*x1*x2*x3,4,1.641025641025641,5,1.641025641025641,5.0,exact prime cover,5,DNF(f),DNF(f),-1-- --1- 0--1
AND_OR_NOT,upper,65021,0xfdfd,0x000a,1 + x0 + x0*x1 + x0*x2 + x0*x1*x2,3,1.2857142857142856,4,1.2857142857142856,4.0,exact prime cover,4,CNF(f),DNF(f);CNF(f),100-
AND_OR_NOT,upper,65024,0xfe00,0x01ff,x0*x3 + x1*x3 + x0*x1*x3 + x2*x3 + x0*x2*x3 + x1*x2*x3 + x0*x1*x2*x3,3,1.5873015873015874,5,1.5873015873015874,4.0,exact prime cover,4,CNF(f),CNF(f),---0 000-
AND_OR_NOT,upper,65038,0xfe0e,0x01ab,x0 + x1 + x0*x1 + x0*x2 + x1*x2 + x0*x1*x2 + x2*x3,5,2.4,5,2.4,6.0,exact prime cover,6,CNF(f),CNF(f),000- --10
AND_OR_NOT,upper,65074,0xfe32,0x01ab,x0 + x0*x1 + x2 + x0*x2 + x1*x2 + x0*x1*x2 + x1*x3,5,2.4,5,2.4,6.0,exact prime cover,6,CNF(f),CNF(f),000- -1-0
AND_OR_NOT,upper,65108,0xfe54,0x01ab,x1 + x0*x1 + x2 + x0*x2 + x1*x2 + x0*x1*x2 + x0*x3,5,2.4,5,2.4,6.0,exact prime cover,6,CNF(f),CNF(f),000- 1--0
AND_OR_NOT,upper,65198,0xfeae,0x001b,x0 + x1 + x0*x1 + x1*x2 + x0*x1*x2 + x2*x3 + x0*x2*x3,5,2.083333333333333,5,2.083333333333333,6.0,exact prime cover,6,DNF(f),DNF(f),1--- -10- --11
AND_OR_NOT,upper,65210,0xfeba,0x001b,x0 + x2 + x0*x2 + x1*x2 + x0*x1*x2 + x1*x3 + x0*x1*x3,5,2.083333333333333,5,2.083333333333333,6.0,exact prime cover,6,DNF(f),DNF(f),1--- -01- -1-1
AND_OR_NOT,upper,65230,0xfece,0x001b,x0 + x1 + x0*x1 + x0*x2 + x0*x1*x2 + x2*x3 + x1*x2*x3,5,2.083333333333333,5,2.083333333333333,6.0,exact prime cover,6,DNF(f),DNF(f),1-0- -1-- --11
AND_OR_NOT,upper,65244,0xfedc,0x001b,x1 + x2 + x0*x2 + x1*x2 + x0*x1*x2 + x0*x3 + x0*x1*x3,5,2.083333333333333,5,2.083333333333333,6.0,exact prime cover,6,DNF(f),DNF(f),-1-- 0-1- 1--1
AND_OR_NOT,upper,65262,0xfeee,0x0007,x0 + x1 + x0*x1 + x2*x3 + x0*x2*x3 + x1*x2*x3 + x0*x1*x2*x3,3,1.641025641025641,5,1.641025641025641,4.0,exact prime cover,4,DNF(f),DNF(f),1--- -1-- --11
AND_OR_NOT,upper,65266,0xfef2,0x001b,x0 + x0*x1 + x2 + x0*x2 + x0*x1*x2 + x1*x3 + x1*x2*x3,5,2.083333333333333,5,2.083333333333333,6.0,exact prime cover,6,DNF(f),DNF(f),10-- --1- -1-1
AND_OR_NOT,upper,65268,0xfef4,0x001b,x1 + x0*x1 + x2 + x1*x2 + x0*x1*x2 + x0*x3 + x0*x2*x3,5,2.083333333333333,5,2.083333333333333,6.0,exact prime cover,6,DNF(f),DNF(f),01-- --1- 1--1
AND_OR_NOT,upper,65274,0xfefa,0x0007,x0 + x2 + x0*x2 + x1*x3 + x0*x1*x3 + x1*x2*x3 + x0*x1*x2*x3,3,1.641025641025641,5,1.641025641025641,4.0,exact prime cover,4,DNF(f),DNF(f),1--- --1- -1-1
AND_OR_NOT,upper,65276,0xfefc,0x0007,x1 + x2 + x1*x2 + x0*x3 + x0*x1*x3 + x0*x2*x3 + x0*x1*x2*x3,3,1.641025641025641,5,1.641025641025641,4.0,exact prime cover,4,DNF(f),DNF(f),-1-- --1- 1--1
AND_OR_NOT,upper,65278,0xfefe,0x0003,x0 + x1 + x0*x1 + x2 + x0*x2 + x1*x2 + x0*x1*x2,2,1.2857142857142856,4,1.2857142857142856,3.0,exact prime cover,3,CNF(f),DNF(f);CNF(f),000-
AND_OR_NOT,upper,65279,0xfeff,0x0002,1 + x3 + x0*x3 + x1*x3 + x0*x1*x3 + x2*x3 + x0*x2*x3 + x1*x2*x3 + x0*x1*x2*x3,4,1.0666666666666669,5,1.0666666666666669,5.0,exact prime cover,5,CNF(f),DNF(f);CNF(f),0001
AND_OR_NOT,both,65280,0xff00,0x00ff,x3,0,1.0,2,1.0,1.0,exact prime cover,1,CNF(f),DNF(f);CNF(f),---0
AND_OR_NOT,upper,65288,0xff08,0x00bf,x0*x1 + x0*x1*x2 + x3 + x0*x1*x3 + x0*x1*x2*x3,4,1.5873015873015874,5,1.5873015873015874,5.0,exact prime cover,5,DNF(f),DNF(f),110- ---1
AND_OR_NOT,upper,65290,0xff0a,0x00af,x0 + x0*x2 + x3 + x0*x3 + x0*x2*x3,3,1.6666666666666667,4,1.6666666666666667,4.0,exact prime cover,4,DNF(f),DNF(f),1-0- ---1
AND_OR_NOT,upper,65292,0xff0c,0x00af,x1 + x1*x2 + x3 + x1*x3 + x1*x2*x3,3,1.6666666666666667,4,1.6666666666666667,4.0,exact prime cover,4,DNF(f),DNF(f),-10- ---1
AND_OR_NOT,upper,65295,0xff0f,0x00aa,1 + x2 + x2*x3,2,1.3333333333333333,3,1.3333333333333333,3.0,exact prime cover,3,CNF(f),DNF(f);CNF(f),--10
AND_OR_NOT,upper,65312,0xff20,0x00bf,x0*x2 + x0*x1*x2 + x3 + x0*x2*x3 + x0*x1*x2*x3,4,1.5873015873015874,5,1.5873015873015874,5.0,exact prime cover,5,DNF(f),DNF(f),101- ---1
AND_OR_NOT,upper,65314,0xff22,0x00af,x0 + x0*x1 + x3 + x0*x3 + x0*x1*x3,3,1.6666666666666667,4,1.6666666666666667,4.0,exact prime cover,4,DNF(f),DNF(f),10-- ---1
AND_OR_NOT,upper,65327,0xff2f,0x008a,1 + x2 + x0*x2 + x0*x1*x2 + x2*x3 + x0*x2*x3 + x0*x1*x2*x3,5,1.641025641025641,5,1.641025641025641,6.0,exact prime cover,6,DNF(f),DNF(f),--0- 10-- ---1
AND_OR_NOT,upper,65328,0xff30,0x00af,x2 + x1*x2 + x3 + x2*x3 + x1*x2*x3,3,1.6666666666666667,4,1.6666666666666667,4.0,exact prime cover,4,DNF(f),DNF(f),-01- ---1
AND_OR_NOT,upper,65331,0xff33,0x00aa,1 + x1 + x1*x3,2,1.3333333333333333,3,1.3333333333333333,3.0,exact prime cover,3,CNF(f),DNF(f);CNF(f),-1-0
AND_OR_NOT,upper,65339,0xff3b,0x008a,1 + x1 + x0*x1 + x0*x1*x2 + x1*x3 + x0*x1*x3 + x0*x1*x2*x3,5,1.641025641025641,5,1.641025641025641,6.0,exact prime cover,6,DNF(f),DNF(f),-0-- 1-0- ---1
AND_OR_NOT,upper,65344,0xff40,0x00bf,x1*x2 + x0*x1*x2 + x3 + x1*x2*x3 + x0*x1*x2*x3,4,1.5873015873015874,5,1.5873015873015874,5.0,exact prime cover,5,DNF(f),DNF(f),011- ---1
AND_OR_NOT,upper,65348,0xff44,0x00af,x1 + x0*x1 + x3 + x1*x3 + x0*x1*x3,3,1.6666666666666667,4,1.6666666666666667,4.0,exact prime cover,4,DNF(f),DNF(f),01-- ---1
AND_OR_NOT,upper,65359,0xff4f,0x008a,1 + x2 + x1*x2 + x0*x1*x2 + x2*x3 + x1*x2*x3 + x0*x1*x2*x3,5,1.641025641025641,5,1.641025641025641,6.0,exact prime cover,6,DNF(f),DNF(f),--0- 01-- ---1
AND_OR_NOT,upper,65360,0xff50,0x00af,x2 + x0*x2 + x3 + x2*x3 + x0*x2*x3,3,1.6666666666666667,4,1.6666666666666667,4.0,exact prime cover,4,DNF(f),DNF(f),0-1- ---1
AND_OR_NOT,upper,65365,0xff55,0x00aa,1 + x0 + x0*x3,2,1.3333333333333333,3,1.3333333333333333,3.0,exact prime cover,3,CNF(f),DNF(f);CNF(f),1--0
AND_OR_NOT,upper,65373,0xff5d,0x008a,1 + x0 + x0*x1 + x0*x1*x2 + x0*x3 + x0*x1*x3 + x0*x1*x2*x3,5,1.641025641025641,5,1.641025641025641,6.0,exact prime cover,6,DNF(f),DNF(f),0--- -10- ---1
AND_OR_NOT,upper,65395,0xff73,0x008a,1 + x1 + x1*x2 + x0*x1*x2 + x1*x3 + x1*x2*x3 + x0*x1*x2*x3,5,1.641025641025641,5,1.641025641025641,6.0,exact prime cover,6,DNF(f),DNF(f),-0-- 0-1- ---1
AND_OR_NOT,upper,65397,0xff75,0x008a,1 + x0 + x0*x2 + x0*x1*x2 + x0*x3 + x0*x2*x3 + x0*x1*x2*x3,5,1.641025641025641,5,1.641025641025641,6.0,exact prime cover,6,DNF(f),DNF(f),0--- -01- ---1
AND_OR_NOT,upper,65408,0xff80,0x007f,x0*x1*x2 + x3 + x0*x1*x2*x3,3,1.5873015873015874,5,1.5873015873015874,4.0,exact prime cover,4,DNF(f),DNF(f),111- ---1
AND_OR_NOT,upper,65416,0xff88,0x003f,x0*x1 + x3 + x0*x1*x3,2,1.6666666666666667,4,1.6666666666666667,3.0,exact prime cover,3,DNF(f),DNF(f),11-- ---1
AND_OR_NOT,upper,65423,0xff8f,0x002a,1 + x2 + x0*x1*x2 + x2*x3 + x0*x1*x2*x3,4,1.641025641025641,5,1.641025641025641,5.0,exact prime cover,5,DNF(f),DNF(f),--0- 11-- ---1
AND_OR_NOT,upper,65440,0xffa0,0x003f,x0*x2 + x3 + x0*x2*x3,2,1.6666666666666667,4,1.6666666666666667,3.0,exact prime cover,3,DNF(f),DNF(f),1-1- ---1
AND_OR_NOT,upper,65450,0xffaa,0x000f,x0 + x3 + x0*x3,1,1.3333333333333333,3,1.3333333333333333,2.0,exact prime cover,2,CNF(f),DNF(f);CNF(f),0--0
AND_OR_NOT,upper,65452,0xffac,0x001b,x1 + x0*x2 + x1*x2 + x3 + x1*x3 + x0*x2*x3 + x1*x2*x3,5,2.083333333333333,5,2.083333333333333,6.0,exact prime cover,6,DNF(f),DNF(f),-10- 1-1- ---1
AND_OR_NOT,upper,65454,0xffae,0x000b,x0 + x1 + x0*x1 + x1*x2 + x0*x1*x2 + x3 + x0*x3 + x1*x3 + x0*x1*x3 + x1*x2*x3 + x0*x1*x2*x3,4,1.641025641025641,5,1.641025641025641,5.0,exact prime cover,5,DNF(f),DNF(f),1--- -10- ---1
AND_OR_NOT,upper,65455,0xffaf,0x000a,1 + x2 + x0*x2 + x2*x3 + x0*x2*x3,3,1.2857142857142856,4,1.2857142857142856,4.0,exact prime cover,4,CNF(f),DNF(f);CNF(f),0-10
AND_OR_NOT,upper,65459,0xffb3,0x002a,1 + x1 + x0*x1*x2 + x1*x3 + x0*x1*x2*x3,4,1.641025641025641,5,1.641025641025641,5.0,exact prime cover,5,DNF(f),DNF(f),-0-- 1-1- ---1
AND_OR_NOT,upper,65464,0xffb8,0x001b,x0*x1 + x2 + x1*x2 + x3 + x0*x1*x3 + x2*x3 + x1*x2*x3,5,2.083333333333333,5,2.083333333333333,6.0,exact prime cover,6,DNF(f),DNF(f),11-- -01- ---1
AND_OR_NOT,upper,65466,0xffba,0x000b,x0 + x2 + x0*x2 + x1*x2 + x0*x1*x2 + x3 + x0*x3 + x2*x3 + x0*x2*x3 + x1*x2*x3 + x0*x1*x2*x3,4,1.641025641025641,5,1.641025641025641,5.0,exact prime cover,5,DNF(f),DNF(f),1--- -01- ---1
AND_OR_NOT,upper,65467,0xffbb,0x000a,1 + x1 + x0*x1 + x1*x3 + x0*x1*x3,3,1.2857142857142856,4,1.2857142857142856,4.0,exact prime cover,4,CNF(f),DNF(f);CNF(f),01-0
AND_OR_NOT,upper,65472,0xffc0,0x003f,x1*x2 + x3 + x1*x2*x3,2,1.6666666666666667,4,1.6666666666666667,3.0,exact prime cover,3,DNF(f),DNF(f),-11- ---1
AND_OR_NOT,upper,65482,0xffca,0x001b,x0 + x0*x2 + x1*x2 + x3 + x0*x3 + x0*x2*x3 + x1*x2*x3,5,2.083333333333333,5,2.083333333333333,6.0,exact prime cover,6,DNF(f),DNF(f),1-0- -11- ---1
AND_OR_NOT,upper,65484,0xffcc,0x000f,x1 + x3 + x1*x3,1,1.3333333333333333,3,1.3333333333333333,2.0,exact prime cover,2,CNF(f),DNF(f);CNF(f),-0-0
AND_OR_NOT,upper,65486,0xffce,0x000b,x0 + x1 + x0*x1 + x0*x2 + x0*x1*x2 + x3 + x0*x3 + x1*x3 + x0*x1*x3 + x0*x2*x3 + x0*x1*x2*x3,4,1.641025641025641,5,1.641025641025641,5.0,exact prime cover,5,DNF(f),DNF(f),1-0- -1-- ---1
AND_OR_NOT,upper,65487,0xffcf,0x000a,1 + x2 + x1*x2 + x2*x3 + x1*x2*x3,3,1.2857142857142856,4,1.2857142857142856,4.0,exact prime cover,4,CNF(f),DNF(f);CNF(f),-010
AND_OR_NOT,upper,65493,0xffd5,0x002a,1 + x0 + x0*x1*x2 + x0*x3 + x0*x1*x2*x3,4,1.641025641025641,5,1.641025641025641,5.0,exact prime cover,5,DNF(f),DNF(f),0--- -11- ---1
AND_OR_NOT,upper,65496,0xffd8,0x001b,x0*x1 + x2 + x0*x2 + x3 + x0*x1*x3 + x2*x3 + x0*x2*x3,5,2.083333333333333,5,2.083333333333333,6.0,exact prime cover,6,DNF(f),DNF(f),11-- 0-1- ---1
AND_OR_NOT,upper,65500,0xffdc,0x000b,x1 + x2 + x0*x2 + x1*x2 + x0*x1*x2 + x3 + x1*x3 + x2*x3 + x0*x2*x3 + x1*x2*x3 + x0*x1*x2*x3,4,1.641025641025641,5,1.641025641025641,5.0,exact prime cover,5,DNF(f),DNF(f),-1-- 0-1- ---1
AND_OR_NOT,upper,65501,0xffdd,0x000a,1 + x0 + x0*x1 + x0*x3 + x0*x1*x3,3,1.2857142857142856,4,1.2857142857142856,4.0,exact prime cover,4,CNF(f),DNF(f);CNF(f),10-0
AND_OR_NOT,upper,65506,0xffe2,0x001b,x0 + x0*x1 + x1*x2 + x3 + x0*x3 + x0*x1*x3 + x1*x2*x3,5,2.083333333333333,5,2.083333333333333,6.0,exact prime cover,6,DNF(f),DNF(f),10-- -11- ---1
AND_OR_NOT,upper,65508,0xffe4,0x001b,x1 + x0*x1 + x0*x2 + x3 + x1*x3 + x0*x1*x3 + x0*x2*x3,5,2.083333333333333,5,2.083333333333333,6.0,exact prime cover,6,DNF(f),DNF(f),01-- 1-1- ---1
AND_OR_NOT,upper,65514,0xffea,0x0007,x0 + x1*x2 + x0*x1*x2 + x3 + x0*x3 + x1*x2*x3 + x0*x1*x2*x3,3,1.641025641025641,5,1.641025641025641,4.0,exact prime cover,4,DNF(f),DNF(f),1--- -11- ---1
AND_OR_NOT,upper,65516,0xffec,0x0007,x1 + x0*x2 + x0*x1*x2 + x3 + x1*x3 + x0*x2*x3 + x0*x1*x2*x3,3,1.641025641025641,5,1.641025641025641,4.0,exact prime cover,4,DNF(f),DNF(f),-1-- 1-1- ---1
AND_OR_NOT,upper,65518,0xffee,0x0003,x0 + x1 + x0*x1 + x3 + x0*x3 + x1*x3 + x0*x1*x3,2,1.2857142857142856,4,1.2857142857142856,3.0,exact prime cover,3,CNF(f),DNF(f);CNF(f),00-0
AND_OR_NOT,upper,65519,0xffef,0x0002,1 + x2 + x0*x2 + x1*x2 + x0*x1*x2 + x2*x3 + x0*x2*x3 + x1*x2*x3 + x0*x1*x2*x3,4,1.0666666666666669,5,1.0666666666666669,5.0,exact prime cover,5,CNF(f),DNF(f);CNF(f),0010
AND_OR_NOT,upper,65520,0xfff0,0x000f,x2 + x3 + x2*x3,1,1.3333333333333333,3,1.3333333333333333,2.0,exact prime cover,2,CNF(f),DNF(f);CNF(f),--00
AND_OR_NOT,upper,65522,0xfff2,0x000b,x0 + x0*x1 + x2 + x0*x2 + x0*x1*x2 + x3 + x0*x3 + x0*x1*x3 + x2*x3 + x0*x2*x3 + x0*x1*x2*x3,4,1.641025641025641,5,1.641025641025641,5.0,exact prime cover,5,DNF(f),DNF(f),10-- --1- ---1
AND_OR_NOT,upper,65523,0xfff3,0x000a,1 + x1 + x1*x2 + x1*x3 + x1*x2*x3,3,1.2857142857142856,4,1.2857142857142856,4.0,exact prime cover,4,CNF(f),DNF(f);CNF(f),-100
AND_OR_NOT,upper,65524,0xfff4,0x000b,x1 + x0*x1 + x2 + x1*x2 + x0*x1*x2 + x3 + x1*x3 + x0*x1*x3 + x2*x3 + x1*x2*x3 + x0*x1*x2*x3,4,1.641025641025641,5,1.641025641025641,5.0,exact prime cover,5,DNF(f),DNF(f),01-- --1- ---1
AND_OR_NOT,upper,65525,0xfff5,0x000a,1 + x0 + x0*x2 + x0*x3 + x0*x2*x3,3,1.2857142857142856,4,1.2857142857142856,4.0,exact prime cover,4,CNF(f),DNF(f);CNF(f),1-00
AND_OR_NOT,upper,65528,0xfff8,0x0007,x0*x1 + x2 + x0*x1*x2 + x3 + x0*x1*x3 + x2*x3 + x0*x1*x2*x3,3,1.641025641025641,5,1.641025641025641,4.0,exact prime cover,4,DNF(f),DNF(f),11-- --1- ---1
AND_OR_NOT,upper,65530,0xfffa,0x0003,x0 + x2 + x0*x2 + x3 + x0*x3 + x2*x3 + x0*x2*x3,2,1.2857142857142856,4,1.2857142857142856,3.0,exact prime cover,3,CNF(f),DNF(f);CNF(f),0-00
AND_OR_NOT,upper,65531,0xfffb,0x0002,1 + x1 + x0*x1 + x1*x2 + x0*x1*x2 + x1*x3 + x0*x1*x3 + x1*x2*x3 + x0*x1*x2*x3,4,1.0666666666666669,5,1.0666666666666669,5.0,exact prime cover,5,CNF(f),DNF(f);CNF(f),0100
AND_OR_NOT,upper,65532,0xfffc,0x0003,x1 + x2 + x1*x2 + x3 + x1*x3 + x2*x3 + x1*x2*x3,2,1.2857142857142856,4,1.2857142857142856,3.0,exact prime cover,3,CNF(f),DNF(f);CNF(f),-000
AND_OR_NOT,upper,65533,0xfffd,0x0002,1 + x0 + x0*x1 + x0*x2 + x0*x1*x2 + x0*x3 + x0*x1*x3 + x0*x2*x3 + x0*x1*x2*x3,4,1.0666666666666669,5,1.0666666666666669,5.0,exact prime cover,5,CNF(f),DNF(f);CNF(f),1000
AND_OR_NOT,upper,65534,0xfffe,0x0001,x0 + x1 + x0*x1 + x2 + x0*x2 + x1*x2 + x0*x1*x2 + x3 + x0*x3 + x1*x3 + x0*x1*x3 + x2*x3 + x0*x2*x3 + x1*x2*x3 + x0*x1*x2*x3,3,1.0666666666666669,5,1.0666666666666669,4.0,exact prime cover,4,CNF(f),DNF(f);CNF(f),0000
AND_OR_NOT,upper,65535,0xffff,0x0000,1,2,0.0,1,0.0,3.0,exact prime cover+empirical decision-tree envelope,3,constant,constant,
