feature,status,family,language,distinct_values,pearson_r,spearman_rho,eta_squared,adjusted_eta_squared,expected_null_eta_squared,conditional_ceiling_gain
prime_1_count,new,prime cubes,NOR,14,0.6188168771921874,0.6202773730083094,0.4133927287707943,0.4132763419919112,0.00019836728465705348,0.009724683388938615
prime_1_count,new,prime cubes,AND_OR_NOT,14,0.5535306179406243,0.54539091598075,0.3508303662576541,0.35070156669050645,0.00019836728465705348,0.013934828641845698
prime_1_mean_literals,new,prime cubes,NAND,54,0.7586152914790216,0.7641830678105569,0.6764756059399594,0.6762137508823072,0.0008087281605249104,0.011340106595270849
prime_1_mean_literals,new,prime cubes,NOR,54,0.3554955720895612,0.3253536057091806,0.3535993766009993,0.3530761910990271,0.0008087281605249104,0.008978424532844587
prime_1_mean_literals,new,prime cubes,AND_OR_NOT,54,0.5872070488089529,0.5654924167313607,0.5140819906830153,0.513688697037528,0.0008087281605249104,0.012727245929648245
prime_1_minimum_literals,new,prime cubes,NAND,5,0.5936871198371995,0.5953049588338613,0.3532513229613687,0.3532118455429233,6.103608758678569e-05,0.004791017811429099
prime_1_minimum_literals,new,prime cubes,NOR,5,0.18851862708191958,0.1698601152105362,0.038000072578874715,0.037941352282989005,6.103608758678569e-05,0.00462419171538786
prime_1_minimum_literals,new,prime cubes,AND_OR_NOT,5,0.40518319134981595,0.38682774834518924,0.17649013393304708,0.1764398670446391,6.103608758678569e-05,0.005112517728991017
one_region_components,new,cube topology,NAND,9,0.6817552772277677,0.6541959137604705,0.4676097857766153,0.4675447878106809,0.00012207217517357137,0.001399861625065002
one_region_components,new,cube topology,NOR,9,0.3906986805004195,0.3320031768495477,0.15615466294533187,0.15605164033333319,0.00012207217517357137,0.0022324840154355208
one_region_components,new,cube topology,AND_OR_NOT,9,0.5286370432033918,0.48783540024750915,0.28024477481146404,0.28015690199870735,0.00012207217517357137,0.001993080299793837
zero_region_components,new,cube topology,NAND,9,0.3906986805004195,0.3320031768495477,0.15615466294533187,0.15605164033333319,0.00012207217517357137,0.0022324840154354098
zero_region_components,new,cube topology,NOR,9,0.6817552772277677,0.6541959137604705,0.4676097857766152,0.4675447878106809,0.00012207217517357137,0.001399861625065002
zero_region_components,new,cube topology,AND_OR_NOT,9,0.5286370432033918,0.48783540024750915,0.28024477481146404,0.28015690199870735,0.00012207217517357137,0.001993080299793837
total_monochromatic_components,new,cube topology,NAND,12,0.7474430167063361,0.7280350219734556,0.5702217505362273,0.5701496004729818,0.00016784924086366064,0.0014951191765483207
total_monochromatic_components,new,cube topology,NOR,12,0.7474430167063361,0.7280350219734556,0.5702217505362273,0.5701496004729818,0.00016784924086366064,0.0014951191765483207
total_monochromatic_components,new,cube topology,AND_OR_NOT,12,0.7368634587384407,0.7154352691318098,0.5550268212056203,0.5549521202568575,0.00016784924086366064,0.0028560112151906347
maximum_absolute_walsh,new,Fourier shape,NAND,7,-0.11452686141733284,-0.12369117366317725,0.015220798566250476,0.01513062970653034,9.155413138017853e-05,0.0009621355975949486
maximum_absolute_walsh,new,Fourier shape,NOR,7,-0.11452686141733284,-0.12369117366317725,0.015220798566250476,0.01513062970653034,9.155413138017853e-05,0.0009621355975949486
maximum_absolute_walsh,new,Fourier shape,AND_OR_NOT,7,-0.14447784453917695,-0.14518167541321841,0.023446379035720395,0.023356963330829705,9.155413138017853e-05,0.0019516411819244794
fourier_entropy,new,Fourier shape,NAND,8,0.1269221778053156,0.1275968002152882,0.017235424156622426,0.017130440759740018,0.00010681315327687495,0.0009621355975949486
fourier_entropy,new,Fourier shape,NOR,8,0.12692217780531573,0.1275968002152882,0.017235424156622426,0.017130440759740018,0.00010681315327687495,0.0009621355975949486
fourier_entropy,new,Fourier shape,AND_OR_NOT,8,0.15344214996494032,0.14793458003261872,0.026028132185197016,0.025924088065512385,0.00010681315327687495,0.0019516411819244794
canalizing_variable_count,new,restrictions,NAND,5,-0.259591077928393,-0.24401093785752934,0.07376055681377564,0.07370401933116821,6.103608758678569e-05,0.0
canalizing_variable_count,new,restrictions,NOR,5,-0.259591077928393,-0.24401093785752934,0.07376055681377564,0.07370401933116821,6.103608758678569e-05,0.0
canalizing_variable_count,new,restrictions,AND_OR_NOT,5,-0.36914468153441243,-0.3281562485580902,0.1450630897825074,0.14501090459319443,6.103608758678569e-05,0.0
cofactor_orbit_diversity,new,restrictions,NAND,8,-0.034982166916174236,-0.02608559413162195,0.02681477105047494,0.02671081096314354,0.00010681315327687495,0.005032257487824543
cofactor_orbit_diversity,new,restrictions,NOR,8,-0.034982166916174236,-0.02608559413162195,0.02681477105047494,0.02671081096314354,0.00010681315327687495,0.005032257487824543
cofactor_orbit_diversity,new,restrictions,AND_OR_NOT,8,0.07927061231215475,0.0728978938926003,0.030376302755053836,0.03027272312679241,0.00010681315327687495,0.007738584026069417
